"scen","country","iso3n","period","cob","sex","agegr","edu3","edu_names3","pop","imm","emi"
"Medium","Finland",246,"2020-2024","EU","Female","65+","e5","Middle",950,55,50
"Medium","Finland",246,"2020-2024","EU","Female","65+","e6","High",954,116,100
"Medium","Finland",246,"2020-2024","EU","Male","0-19","e4","Low",8122,547,208
"Medium","Finland",246,"2020-2024","EU","Male","0-19","e5","Middle",186,484,184
"Medium","Finland",246,"2020-2024","EU","Male","0-19","e6","High",0,0,0
"Medium","Finland",246,"2020-2024","EU","Male","20-39","e4","Low",13983,165,30
"Medium","Finland",246,"2020-2024","EU","Male","20-39","e5","Middle",6836,807,449
"Medium","Finland",246,"2020-2024","EU","Male","20-39","e6","High",4535,1954,886
"Medium","Finland",246,"2020-2024","EU","Male","40-64","e4","Low",13551,122,25
"Medium","Finland",246,"2020-2024","EU","Male","40-64","e5","Middle",9367,453,290
"Medium","Finland",246,"2020-2024","EU","Male","40-64","e6","High",7636,906,534
"Medium","Finland",246,"2020-2024","EU","Male","65+","e4","Low",1580,26,16
"Medium","Finland",246,"2020-2024","EU","Male","65+","e5","Middle",991,54,48
"Medium","Finland",246,"2020-2024","EU","Male","65+","e6","High",1102,110,84
"Medium","Finland",246,"2020-2024","NAT","Female","0-19","e4","Low",523971,194,75
"Medium","Finland",246,"2020-2024","NAT","Female","0-19","e5","Middle",19987,181,75
"Medium","Finland",246,"2020-2024","NAT","Female","0-19","e6","High",0,0,0
"Medium","Finland",246,"2020-2024","NAT","Female","20-39","e4","Low",44669,97,15
"Medium","Finland",246,"2020-2024","NAT","Female","20-39","e5","Middle",306982,534,324
"Medium","Finland",246,"2020-2024","NAT","Female","20-39","e6","High",245026,2439,1333
"Medium","Finland",246,"2020-2024","NAT","Female","40-64","e4","Low",64605,326,56
"Medium","Finland",246,"2020-2024","NAT","Female","40-64","e5","Middle",307022,650,386
"Medium","Finland",246,"2020-2024","NAT","Female","40-64","e6","High",440755,1902,1415
"Medium","Finland",246,"2020-2024","NAT","Female","65+","e4","Low",278327,188,106
"Medium","Finland",246,"2020-2024","NAT","Female","65+","e5","Middle",227754,213,198
"Medium","Finland",246,"2020-2024","NAT","Female","65+","e6","High",177405,446,390
"Medium","Finland",246,"2020-2024","NAT","Male","0-19","e4","Low",549778,210,75
"Medium","Finland",246,"2020-2024","NAT","Male","0-19","e5","Middle",19910,202,75
"Medium","Finland",246,"2020-2024","NAT","Male","0-19","e6","High",0,0,0
"Medium","Finland",246,"2020-2024","NAT","Male","20-39","e4","Low",76823,107,20
"Medium","Finland",246,"2020-2024","NAT","Male","20-39","e5","Middle",381259,470,274
"Medium","Finland",246,"2020-2024","NAT","Male","20-39","e6","High",168167,1376,628
"Medium","Finland",246,"2020-2024","NAT","Male","40-64","e4","Low",119482,314,70
"Medium","Finland",246,"2020-2024","NAT","Male","40-64","e5","Middle",381311,524,340
"Medium","Finland",246,"2020-2024","NAT","Male","40-64","e6","High",311594,1415,860
"Medium","Finland",246,"2020-2024","NAT","Male","65+","e4","Low",201634,141,91
"Medium","Finland",246,"2020-2024","NAT","Male","65+","e5","Middle",178000,157,141
"Medium","Finland",246,"2020-2024","NAT","Male","65+","e6","High",154613,373,289
"Medium","Finland",246,"2020-2024","NEU","Female","0-19","e4","Low",18108,3953,1330
"Medium","Finland",246,"2020-2024","NEU","Female","0-19","e5","Middle",393,1466,568
"Medium","Finland",246,"2020-2024","NEU","Female","0-19","e6","High",0,0,0
"Medium","Finland",246,"2020-2024","NEU","Female","20-39","e4","Low",24417,1522,197
"Medium","Finland",246,"2020-2024","NEU","Female","20-39","e5","Middle",12637,1877,1000
"Medium","Finland",246,"2020-2024","NEU","Female","20-39","e6","High",13588,3154,1687
"Medium","Finland",246,"2020-2024","NEU","Female","40-64","e4","Low",13751,833,122
"Medium","Finland",246,"2020-2024","NEU","Female","40-64","e5","Middle",8526,498,290
"Medium","Finland",246,"2020-2024","NEU","Female","40-64","e6","High",7776,809,579
"Medium","Finland",246,"2020-2024","NEU","Female","65+","e4","Low",1827,77,40
"Medium","Finland",246,"2020-2024","NEU","Female","65+","e5","Middle",465,46,41
"Medium","Finland",246,"2020-2024","NEU","Female","65+","e6","High",545,61,52
"Medium","Finland",246,"2020-2024","NEU","Male","0-19","e4","Low",19215,4221,1348
"Medium","Finland",246,"2020-2024","NEU","Male","0-19","e5","Middle",277,1638,564
"Medium","Finland",246,"2020-2024","NEU","Male","0-19","e6","High",0,0,0
"Medium","Finland",246,"2020-2024","NEU","Male","20-39","e4","Low",31829,1987,333
"Medium","Finland",246,"2020-2024","NEU","Male","20-39","e5","Middle",14399,2366,1236
"Medium","Finland",246,"2020-2024","NEU","Male","20-39","e6","High",14165,3253,1468
"Medium","Finland",246,"2020-2024","NEU","Male","40-64","e4","Low",15860,998,195
"Medium","Finland",246,"2020-2024","NEU","Male","40-64","e5","Middle",8931,570,367
"Medium","Finland",246,"2020-2024","NEU","Male","40-64","e6","High",9343,956,558
"Medium","Finland",246,"2020-2024","NEU","Male","65+","e4","Low",1980,84,50
"Medium","Finland",246,"2020-2024","NEU","Male","65+","e5","Middle",733,44,38
"Medium","Finland",246,"2020-2024","NEU","Male","65+","e6","High",1043,81,61
"Medium","Finland",246,"2025-2029","EU","Female","0-19","e4","Low",5280,237,106
"Medium","Finland",246,"2025-2029","EU","Female","0-19","e5","Middle",265,434,182
"Medium","Finland",246,"2025-2029","EU","Female","0-19","e6","High",2,274,38
"Medium","Finland",246,"2025-2029","EU","Female","20-39","e4","Low",7600,44,6
"Medium","Finland",246,"2025-2029","EU","Female","20-39","e5","Middle",5212,419,217
"Medium","Finland",246,"2025-2029","EU","Female","20-39","e6","High",5215,2258,1190
"Medium","Finland",246,"2025-2029","EU","Female","40-64","e4","Low",8352,72,10
"Medium","Finland",246,"2025-2029","EU","Female","40-64","e5","Middle",10777,338,193
"Medium","Finland",246,"2025-2029","EU","Female","40-64","e6","High",11995,1166,761
"Medium","Finland",246,"2025-2029","EU","Female","65+","e4","Low",2071,23,8
"Medium","Finland",246,"2025-2029","EU","Female","65+","e5","Middle",1780,72,54
"Medium","Finland",246,"2025-2029","EU","Female","65+","e6","High",1683,157,133
"Medium","Finland",246,"2025-2029","EU","Male","0-19","e4","Low",5604,272,108
"Medium","Finland",246,"2025-2029","EU","Male","0-19","e5","Middle",243,505,192
"Medium","Finland",246,"2025-2029","EU","Male","0-19","e6","High",2,110,4
"Medium","Finland",246,"2025-2029","EU","Male","20-39","e4","Low",11337,105,18
"Medium","Finland",246,"2025-2029","EU","Male","20-39","e5","Middle",4921,641,328
"Medium","Finland",246,"2025-2029","EU","Male","20-39","e6","High",3763,1697,752
"Medium","Finland",246,"2025-2029","EU","Male","40-64","e4","Low",17053,111,21
"Medium","Finland",246,"2025-2029","EU","Male","40-64","e5","Middle",11114,421,268
"Medium","Finland",246,"2025-2029","EU","Male","40-64","e6","High",9656,945,507
"Medium","Finland",246,"2025-2029","EU","Male","65+","e4","Low",2337,24,10
"Medium","Finland",246,"2025-2029","EU","Male","65+","e5","Middle",1561,69,55
"Medium","Finland",246,"2025-2029","EU","Male","65+","e6","High",1619,135,96
"Medium","Finland",246,"2025-2029","NAT","Female","0-19","e4","Low",400618,132,54
"Medium","Finland",246,"2025-2029","NAT","Female","0-19","e5","Middle",67798,210,88
"Medium","Finland",246,"2025-2029","NAT","Female","0-19","e6","High",52236,170,31
"Medium","Finland",246,"2025-2029","NAT","Female","20-39","e4","Low",44584,57,8
"Medium","Finland",246,"2025-2029","NAT","Female","20-39","e5","Middle",295168,433,245
"Medium","Finland",246,"2025-2029","NAT","Female","20-39","e6","High",238847,2168,1171
"Medium","Finland",246,"2025-2029","NAT","Female","40-64","e4","Low",48732,213,30
"Medium","Finland",246,"2025-2029","NAT","Female","40-64","e5","Middle",286641,557,320
"Medium","Finland",246,"2025-2029","NAT","Female","40-64","e6","High",446566,1971,1314
"Medium","Finland",246,"2025-2029","NAT","Female","65+","e4","Low",226806,161,57
"Medium","Finland",246,"2025-2029","NAT","Female","65+","e5","Middle",273155,231,178
"Medium","Finland",246,"2025-2029","NAT","Female","65+","e6","High",236240,524,443
"Medium","Finland",246,"2025-2029","NAT","Male","0-19","e4","Low",419811,146,55
"Medium","Finland",246,"2025-2029","NAT","Male","0-19","e5","Middle",70004,238,90
"Medium","Finland",246,"2025-2029","NAT","Male","0-19","e6","High",54943,85,13
"Medium","Finland",246,"2025-2029","NAT","Male","20-39","e4","Low",70960,78,14
"Medium","Finland",246,"2025-2029","NAT","Male","20-39","e5","Middle",372487,455,249
"Medium","Finland",246,"2025-2029","NAT","Male","20-39","e6","High",163391,1385,619
"Medium","Finland",246,"2025-2029","NAT","Male","40-64","e4","Low",101581,220,43
"Medium","Finland",246,"2025-2029","NAT","Male","40-64","e5","Middle",374369,468,299
"Medium","Finland",246,"2025-2029","NAT","Male","40-64","e6","High",312165,1365,758
"Medium","Finland",246,"2025-2029","NAT","Male","65+","e4","Low",174459,124,52
"Medium","Finland",246,"2025-2029","NAT","Male","65+","e5","Middle",223256,173,138
"Medium","Finland",246,"2025-2029","NAT","Male","65+","e6","High",187689,409,292
"Medium","Finland",246,"2025-2029","NEU","Female","0-19","e4","Low",13656,3623,1046
"Medium","Finland",246,"2025-2029","NEU","Female","0-19","e5","Middle",752,1945,747
"Medium","Finland",246,"2025-2029","NEU","Female","0-19","e6","High",2,675,93
"Medium","Finland",246,"2025-2029","NEU","Female","20-39","e4","Low",23379,1439,162
"Medium","Finland",246,"2025-2029","NEU","Female","20-39","e5","Middle",11359,2116,1037
"Medium","Finland",246,"2025-2029","NEU","Female","20-39","e6","High",13419,3967,2067
"Medium","Finland",246,"2025-2029","NEU","Female","40-64","e4","Low",19116,972,132
"Medium","Finland",246,"2025-2029","NEU","Female","40-64","e5","Middle",11315,650,380
"Medium","Finland",246,"2025-2029","NEU","Female","40-64","e6","High",11747,1162,741
"Medium","Finland",246,"2025-2029","NEU","Female","65+","e4","Low",2734,121,39
"Medium","Finland",246,"2025-2029","NEU","Female","65+","e5","Middle",985,82,62
"Medium","Finland",246,"2025-2029","NEU","Female","65+","e6","High",1070,110,93
"Medium","Finland",246,"2025-2029","NEU","Male","0-19","e4","Low",14612,3864,1049
"Medium","Finland",246,"2025-2029","NEU","Male","0-19","e5","Middle",638,2145,746
"Medium","Finland",246,"2025-2029","NEU","Male","0-19","e6","High",2,416,17
"Medium","Finland",246,"2025-2029","NEU","Male","20-39","e4","Low",29465,1862,287
"Medium","Finland",246,"2025-2029","NEU","Male","20-39","e5","Middle",12871,2597,1268
"Medium","Finland",246,"2025-2029","NEU","Male","20-39","e6","High",13925,3859,1690
"Medium","Finland",246,"2025-2029","NEU","Male","40-64","e4","Low",22792,1155,211
"Medium","Finland",246,"2025-2029","NEU","Male","40-64","e5","Middle",11656,726,472
"Medium","Finland",246,"2025-2029","NEU","Male","40-64","e6","High",13912,1305,687
"Medium","Finland",246,"2025-2029","NEU","Male","65+","e4","Low",2824,123,48
"Medium","Finland",246,"2025-2029","NEU","Male","65+","e5","Middle",1401,75,59
"Medium","Finland",246,"2025-2029","NEU","Male","65+","e6","High",1785,130,92
"Medium","Finland",246,"2030-2034","EU","Female","0-19","e4","Low",2703,159,63
"Medium","Finland",246,"2030-2034","EU","Female","0-19","e5","Middle",233,414,165
"Medium","Finland",246,"2030-2034","EU","Female","0-19","e6","High",1,244,32
"Medium","Finland",246,"2030-2034","EU","Female","20-39","e4","Low",7024,26,3
"Medium","Finland",246,"2030-2034","EU","Female","20-39","e5","Middle",3913,336,159
"Medium","Finland",246,"2030-2034","EU","Female","20-39","e6","High",4285,2090,1086
"Medium","Finland",246,"2030-2034","EU","Female","40-64","e4","Low",9893,58,8
"Medium","Finland",246,"2030-2034","EU","Female","40-64","e5","Middle",11610,309,168
"Medium","Finland",246,"2030-2034","EU","Female","40-64","e6","High",13659,1242,727
"Medium","Finland",246,"2030-2034","EU","Female","65+","e4","Low",2940,22,5
"Medium","Finland",246,"2030-2034","EU","Female","65+","e5","Middle",2896,82,54
"Medium","Finland",246,"2030-2034","EU","Female","65+","e6","High",2755,203,172
"Medium","Finland",246,"2030-2034","EU","Male","0-19","e4","Low",2819,182,64
"Medium","Finland",246,"2030-2034","EU","Male","0-19","e5","Middle",216,477,176
"Medium","Finland",246,"2030-2034","EU","Male","0-19","e6","High",1,96,4
"Medium","Finland",246,"2030-2034","EU","Male","20-39","e4","Low",9719,67,10
"Medium","Finland",246,"2030-2034","EU","Male","20-39","e5","Middle",3758,529,252
"Medium","Finland",246,"2030-2034","EU","Male","20-39","e6","High",2946,1486,645
"Medium","Finland",246,"2030-2034","EU","Male","40-64","e4","Low",19457,96,17
"Medium","Finland",246,"2030-2034","EU","Male","40-64","e5","Middle",11793,384,235
"Medium","Finland",246,"2030-2034","EU","Male","40-64","e6","High",10913,998,490
"Medium","Finland",246,"2030-2034","EU","Male","65+","e4","Low",3505,22,6
"Medium","Finland",246,"2030-2034","EU","Male","65+","e5","Middle",2402,78,57
"Medium","Finland",246,"2030-2034","EU","Male","65+","e6","High",2416,156,108
"Medium","Finland",246,"2030-2034","NAT","Female","0-19","e4","Low",271425,73,30
"Medium","Finland",246,"2030-2034","NAT","Female","0-19","e5","Middle",115680,212,87
"Medium","Finland",246,"2030-2034","NAT","Female","0-19","e6","High",107736,197,46
"Medium","Finland",246,"2030-2034","NAT","Female","20-39","e4","Low",45032,35,4
"Medium","Finland",246,"2030-2034","NAT","Female","20-39","e5","Middle",288832,346,177
"Medium","Finland",246,"2030-2034","NAT","Female","20-39","e6","High",239686,2005,1070
"Medium","Finland",246,"2030-2034","NAT","Female","40-64","e4","Low",43457,133,17
"Medium","Finland",246,"2030-2034","NAT","Female","40-64","e5","Middle",274380,482,264
"Medium","Finland",246,"2030-2034","NAT","Female","40-64","e6","High",433072,1992,1185
"Medium","Finland",246,"2030-2034","NAT","Female","65+","e4","Low",176232,121,27
"Medium","Finland",246,"2030-2034","NAT","Female","65+","e5","Middle",307721,235,155
"Medium","Finland",246,"2030-2034","NAT","Female","65+","e6","High",298412,571,485
"Medium","Finland",246,"2030-2034","NAT","Male","0-19","e4","Low",285018,82,30
"Medium","Finland",246,"2030-2034","NAT","Male","0-19","e5","Middle",120530,247,92
"Medium","Finland",246,"2030-2034","NAT","Male","0-19","e6","High",113331,111,29
"Medium","Finland",246,"2030-2034","NAT","Male","20-39","e4","Low",67701,59,10
"Medium","Finland",246,"2030-2034","NAT","Male","20-39","e5","Middle",369847,424,217
"Medium","Finland",246,"2030-2034","NAT","Male","20-39","e6","High",161917,1394,612
"Medium","Finland",246,"2030-2034","NAT","Male","40-64","e4","Low",91203,147,26
"Medium","Finland",246,"2030-2034","NAT","Male","40-64","e5","Middle",368569,423,260
"Medium","Finland",246,"2030-2034","NAT","Male","40-64","e6","High",302904,1297,656
"Medium","Finland",246,"2030-2034","NAT","Male","65+","e4","Low",144796,104,30
"Medium","Finland",246,"2030-2034","NAT","Male","65+","e5","Middle",262990,183,135
"Medium","Finland",246,"2030-2034","NAT","Male","65+","e6","High",218658,441,308
"Medium","Finland",246,"2030-2034","NEU","Female","0-19","e4","Low",9578,3039,642
"Medium","Finland",246,"2030-2034","NEU","Female","0-19","e5","Middle",973,2461,920
"Medium","Finland",246,"2030-2034","NEU","Female","0-19","e6","High",2,806,106
"Medium","Finland",246,"2030-2034","NEU","Female","20-39","e4","Low",21288,1338,121
"Medium","Finland",246,"2030-2034","NEU","Female","20-39","e5","Middle",9994,2353,1071
"Medium","Finland",246,"2030-2034","NEU","Female","20-39","e6","High",13132,4725,2436
"Medium","Finland",246,"2030-2034","NEU","Female","40-64","e4","Low",25314,1057,140
"Medium","Finland",246,"2030-2034","NEU","Female","40-64","e5","Middle",13833,806,448
"Medium","Finland",246,"2030-2034","NEU","Female","40-64","e6","High",16225,1582,906
"Medium","Finland",246,"2030-2034","NEU","Female","65+","e4","Low",4429,174,36
"Medium","Finland",246,"2030-2034","NEU","Female","65+","e5","Middle",1990,119,77
"Medium","Finland",246,"2030-2034","NEU","Female","65+","e6","High",1954,168,142
"Medium","Finland",246,"2030-2034","NEU","Male","0-19","e4","Low",10323,3236,633
"Medium","Finland",246,"2030-2034","NEU","Male","0-19","e5","Middle",872,2697,933
"Medium","Finland",246,"2030-2034","NEU","Male","0-19","e6","High",2,481,19
"Medium","Finland",246,"2030-2034","NEU","Male","20-39","e4","Low",26586,1718,237
"Medium","Finland",246,"2030-2034","NEU","Male","20-39","e5","Middle",10767,2842,1317
"Medium","Finland",246,"2030-2034","NEU","Male","20-39","e6","High",12979,4422,1900
"Medium","Finland",246,"2030-2034","NEU","Male","40-64","e4","Low",30665,1257,221
"Medium","Finland",246,"2030-2034","NEU","Male","40-64","e5","Middle",14397,893,553
"Medium","Finland",246,"2030-2034","NEU","Male","40-64","e6","High",18829,1693,819
"Medium","Finland",246,"2030-2034","NEU","Male","65+","e4","Low",4267,168,47
"Medium","Finland",246,"2030-2034","NEU","Male","65+","e5","Middle",2530,104,76
"Medium","Finland",246,"2030-2034","NEU","Male","65+","e6","High",2941,182,126
"Medium","Finland",246,"2035-2039","EU","Female","0-19","e4","Low",858,110,42
"Medium","Finland",246,"2035-2039","EU","Female","0-19","e5","Middle",221,322,115
"Medium","Finland",246,"2035-2039","EU","Female","0-19","e6","High",0,208,24
"Medium","Finland",246,"2035-2039","EU","Female","20-39","e4","Low",6628,15,1
"Medium","Finland",246,"2035-2039","EU","Female","20-39","e5","Middle",3215,262,112
"Medium","Finland",246,"2035-2039","EU","Female","20-39","e6","High",3665,1927,972
"Medium","Finland",246,"2035-2039","EU","Female","40-64","e4","Low",10732,44,6
"Medium","Finland",246,"2035-2039","EU","Female","40-64","e5","Middle",10794,268,141
"Medium","Finland",246,"2035-2039","EU","Female","40-64","e6","High",14015,1243,679
"Medium","Finland",246,"2035-2039","EU","Female","65+","e4","Low",3987,20,3
"Medium","Finland",246,"2035-2039","EU","Female","65+","e5","Middle",4653,88,53
"Medium","Finland",246,"2035-2039","EU","Female","65+","e6","High",4507,239,192
"Medium","Finland",246,"2035-2039","EU","Male","0-19","e4","Low",905,126,43
"Medium","Finland",246,"2035-2039","EU","Male","0-19","e5","Middle",218,374,124
"Medium","Finland",246,"2035-2039","EU","Male","0-19","e6","High",0,82,3
"Medium","Finland",246,"2035-2039","EU","Male","20-39","e4","Low",8756,41,5
"Medium","Finland",246,"2035-2039","EU","Male","20-39","e5","Middle",2919,426,190
"Medium","Finland",246,"2035-2039","EU","Male","20-39","e6","High",2442,1318,552
"Medium","Finland",246,"2035-2039","EU","Male","40-64","e4","Low",19823,76,13
"Medium","Finland",246,"2035-2039","EU","Male","40-64","e5","Middle",10940,334,198
"Medium","Finland",246,"2035-2039","EU","Male","40-64","e6","High",11134,980,459
"Medium","Finland",246,"2035-2039","EU","Male","65+","e4","Low",5228,21,5
"Medium","Finland",246,"2035-2039","EU","Male","65+","e5","Middle",3983,83,57
"Medium","Finland",246,"2035-2039","EU","Male","65+","e6","High",3681,176,117
"Medium","Finland",246,"2035-2039","NAT","Female","0-19","e4","Low",144868,54,21
"Medium","Finland",246,"2035-2039","NAT","Female","0-19","e5","Middle",161768,172,62
"Medium","Finland",246,"2035-2039","NAT","Female","0-19","e6","High",165447,181,39
"Medium","Finland",246,"2035-2039","NAT","Female","20-39","e4","Low",43106,19,2
"Medium","Finland",246,"2035-2039","NAT","Female","20-39","e5","Middle",287549,266,119
"Medium","Finland",246,"2035-2039","NAT","Female","20-39","e6","High",231800,1849,948
"Medium","Finland",246,"2035-2039","NAT","Female","40-64","e4","Low",42777,85,11
"Medium","Finland",246,"2035-2039","NAT","Female","40-64","e5","Middle",270220,418,221
"Medium","Finland",246,"2035-2039","NAT","Female","40-64","e6","High",427844,2012,1103
"Medium","Finland",246,"2035-2039","NAT","Female","65+","e4","Low",133478,83,14
"Medium","Finland",246,"2035-2039","NAT","Female","65+","e5","Middle",321024,217,131
"Medium","Finland",246,"2035-2039","NAT","Female","65+","e6","High",355007,595,481
"Medium","Finland",246,"2035-2039","NAT","Male","0-19","e4","Low",152396,60,21
"Medium","Finland",246,"2035-2039","NAT","Male","0-19","e5","Middle",169218,202,67
"Medium","Finland",246,"2035-2039","NAT","Male","0-19","e6","High",174072,100,25
"Medium","Finland",246,"2035-2039","NAT","Male","20-39","e4","Low",62788,40,5
"Medium","Finland",246,"2035-2039","NAT","Male","20-39","e5","Middle",369312,373,176
"Medium","Finland",246,"2035-2039","NAT","Male","20-39","e6","High",154618,1352,571
"Medium","Finland",246,"2035-2039","NAT","Male","40-64","e4","Low",84947,102,17
"Medium","Finland",246,"2035-2039","NAT","Male","40-64","e5","Middle",373552,385,229
"Medium","Finland",246,"2035-2039","NAT","Male","40-64","e6","High",298928,1259,594
"Medium","Finland",246,"2035-2039","NAT","Male","65+","e4","Low",119449,80,19
"Medium","Finland",246,"2035-2039","NAT","Male","65+","e5","Middle",283911,176,122
"Medium","Finland",246,"2035-2039","NAT","Male","65+","e6","High",244441,451,301
"Medium","Finland",246,"2035-2039","NEU","Female","0-19","e4","Low",5829,2953,586
"Medium","Finland",246,"2035-2039","NEU","Female","0-19","e5","Middle",1312,2613,881
"Medium","Finland",246,"2035-2039","NEU","Female","0-19","e6","High",1,876,99
"Medium","Finland",246,"2035-2039","NEU","Female","20-39","e4","Low",19382,1248,87
"Medium","Finland",246,"2035-2039","NEU","Female","20-39","e5","Middle",9166,2596,1081
"Medium","Finland",246,"2035-2039","NEU","Female","20-39","e6","High",12659,5631,2834
"Medium","Finland",246,"2035-2039","NEU","Female","40-64","e4","Low",30873,1080,139
"Medium","Finland",246,"2035-2039","NEU","Female","40-64","e5","Middle",15258,968,518
"Medium","Finland",246,"2035-2039","NEU","Female","40-64","e6","High",20558,2042,1106
"Medium","Finland",246,"2035-2039","NEU","Female","65+","e4","Low",6916,231,37
"Medium","Finland",246,"2035-2039","NEU","Female","65+","e5","Middle",3686,144,87
"Medium","Finland",246,"2035-2039","NEU","Female","65+","e6","High",3265,226,181
"Medium","Finland",246,"2035-2039","NEU","Male","0-19","e4","Low",6223,3130,577
"Medium","Finland",246,"2035-2039","NEU","Male","0-19","e5","Middle",1260,2864,900
"Medium","Finland",246,"2035-2039","NEU","Male","0-19","e6","High",1,513,17
"Medium","Finland",246,"2035-2039","NEU","Male","20-39","e4","Low",24020,1587,191
"Medium","Finland",246,"2035-2039","NEU","Male","20-39","e5","Middle",9871,3126,1366
"Medium","Finland",246,"2035-2039","NEU","Male","20-39","e6","High",11954,5085,2124
"Medium","Finland",246,"2035-2039","NEU","Male","40-64","e4","Low",37429,1288,222
"Medium","Finland",246,"2035-2039","NEU","Male","40-64","e5","Middle",15619,1058,632
"Medium","Finland",246,"2035-2039","NEU","Male","40-64","e6","High",23432,2118,985
"Medium","Finland",246,"2035-2039","NEU","Male","65+","e4","Low",6619,223,52
"Medium","Finland",246,"2035-2039","NEU","Male","65+","e5","Middle",4129,128,88
"Medium","Finland",246,"2035-2039","NEU","Male","65+","e6","High",4403,237,157
"Medium","Finland",246,"2040-2044","EU","Female","0-19","e4","Low",183,0,0
"Medium","Finland",246,"2040-2044","EU","Female","0-19","e5","Middle",149,0,0
"Medium","Finland",246,"2040-2044","EU","Female","0-19","e6","High",0,0,0
"Medium","Finland",246,"2040-2044","EU","Female","20-39","e4","Low",6101,0,0
"Medium","Finland",246,"2040-2044","EU","Female","20-39","e5","Middle",2388,0,0
"Medium","Finland",246,"2040-2044","EU","Female","20-39","e6","High",3264,0,0
"Medium","Finland",246,"2040-2044","EU","Female","40-64","e4","Low",10917,0,0
"Medium","Finland",246,"2040-2044","EU","Female","40-64","e5","Middle",9404,0,0
"Medium","Finland",246,"2040-2044","EU","Female","40-64","e6","High",12993,0,0
"Medium","Finland",246,"2040-2044","EU","Female","65+","e4","Low",4998,0,0
"Medium","Finland",246,"2040-2044","EU","Female","65+","e5","Middle",6641,0,0
"Medium","Finland",246,"2040-2044","EU","Female","65+","e6","High",7109,0,0
"Medium","Finland",246,"2040-2044","EU","Male","0-19","e4","Low",198,0,0
"Medium","Finland",246,"2040-2044","EU","Male","0-19","e5","Middle",150,0,0
"Medium","Finland",246,"2040-2044","EU","Male","0-19","e6","High",0,0,0
"Medium","Finland",246,"2040-2044","EU","Male","20-39","e4","Low",7693,0,0
"Medium","Finland",246,"2040-2044","EU","Male","20-39","e5","Middle",2209,0,0
"Medium","Finland",246,"2040-2044","EU","Male","20-39","e6","High",2131,0,0
"Medium","Finland",246,"2040-2044","EU","Male","40-64","e4","Low",18714,0,0
"Medium","Finland",246,"2040-2044","EU","Male","40-64","e5","Middle",9137,0,0
"Medium","Finland",246,"2040-2044","EU","Male","40-64","e6","High",10217,0,0
"Medium","Finland",246,"2040-2044","EU","Male","65+","e4","Low",7383,0,0
"Medium","Finland",246,"2040-2044","EU","Male","65+","e5","Middle",5957,0,0
"Medium","Finland",246,"2040-2044","EU","Male","65+","e6","High",5567,0,0
"Medium","Finland",246,"2040-2044","NAT","Female","0-19","e4","Low",136602,0,0
"Medium","Finland",246,"2040-2044","NAT","Female","0-19","e5","Middle",165217,0,0
"Medium","Finland",246,"2040-2044","NAT","Female","0-19","e6","High",173964,0,0
"Medium","Finland",246,"2040-2044","NAT","Female","20-39","e4","Low",41389,0,0
"Medium","Finland",246,"2040-2044","NAT","Female","20-39","e5","Middle",272762,0,0
"Medium","Finland",246,"2040-2044","NAT","Female","20-39","e6","High",230853,0,0
"Medium","Finland",246,"2040-2044","NAT","Female","40-64","e4","Low",43663,0,0
"Medium","Finland",246,"2040-2044","NAT","Female","40-64","e5","Middle",276441,0,0
"Medium","Finland",246,"2040-2044","NAT","Female","40-64","e6","High",422041,0,0
"Medium","Finland",246,"2040-2044","NAT","Female","65+","e4","Low",96351,0,0
"Medium","Finland",246,"2040-2044","NAT","Female","65+","e5","Middle",312435,0,0
"Medium","Finland",246,"2040-2044","NAT","Female","65+","e6","High",395209,0,0
"Medium","Finland",246,"2040-2044","NAT","Male","0-19","e4","Low",144055,0,0
"Medium","Finland",246,"2040-2044","NAT","Male","0-19","e5","Middle",173078,0,0
"Medium","Finland",246,"2040-2044","NAT","Male","0-19","e6","High",183062,0,0
"Medium","Finland",246,"2040-2044","NAT","Male","20-39","e4","Low",57371,0,0
"Medium","Finland",246,"2040-2044","NAT","Male","20-39","e5","Middle",357418,0,0
"Medium","Finland",246,"2040-2044","NAT","Male","20-39","e6","High",152853,0,0
"Medium","Finland",246,"2040-2044","NAT","Male","40-64","e4","Low",81919,0,0
"Medium","Finland",246,"2040-2044","NAT","Male","40-64","e5","Middle",384862,0,0
"Medium","Finland",246,"2040-2044","NAT","Male","40-64","e6","High",293722,0,0
"Medium","Finland",246,"2040-2044","NAT","Male","65+","e4","Low",95983,0,0
"Medium","Finland",246,"2040-2044","NAT","Male","65+","e5","Middle",285565,0,0
"Medium","Finland",246,"2040-2044","NAT","Male","65+","e6","High",259532,0,0
"Medium","Finland",246,"2040-2044","NEU","Female","0-19","e4","Low",4369,0,0
"Medium","Finland",246,"2040-2044","NEU","Female","0-19","e5","Middle",1340,0,0
"Medium","Finland",246,"2040-2044","NEU","Female","0-19","e6","High",1,0,0
"Medium","Finland",246,"2040-2044","NEU","Female","20-39","e4","Low",18414,0,0
"Medium","Finland",246,"2040-2044","NEU","Female","20-39","e5","Middle",8299,0,0
"Medium","Finland",246,"2040-2044","NEU","Female","20-39","e6","High",12990,0,0
"Medium","Finland",246,"2040-2044","NEU","Female","40-64","e4","Low",33797,0,0
"Medium","Finland",246,"2040-2044","NEU","Female","40-64","e5","Middle",15658,0,0
"Medium","Finland",246,"2040-2044","NEU","Female","40-64","e6","High",23727,0,0
