"scen","country","iso3n","period","cob","sex","agegr","edu3","edu_names3","pop","imm","emi"
"Medium","Slovakia",703,"2020-2024","EU","Male","65+","e6","High",5283,117,137
"Medium","Slovakia",703,"2020-2024","NAT","Female","0-19","e4","Low",503626,741,452
"Medium","Slovakia",703,"2020-2024","NAT","Female","0-19","e5","Middle",19893,596,488
"Medium","Slovakia",703,"2020-2024","NAT","Female","0-19","e6","High",843,290,287
"Medium","Slovakia",703,"2020-2024","NAT","Female","20-39","e4","Low",79650,613,158
"Medium","Slovakia",703,"2020-2024","NAT","Female","20-39","e5","Middle",302709,1650,1988
"Medium","Slovakia",703,"2020-2024","NAT","Female","20-39","e6","High",338473,2970,3453
"Medium","Slovakia",703,"2020-2024","NAT","Female","40-64","e4","Low",102305,591,199
"Medium","Slovakia",703,"2020-2024","NAT","Female","40-64","e5","Middle",524478,891,1416
"Medium","Slovakia",703,"2020-2024","NAT","Female","40-64","e6","High",306804,1417,1661
"Medium","Slovakia",703,"2020-2024","NAT","Female","65+","e4","Low",169795,99,110
"Medium","Slovakia",703,"2020-2024","NAT","Female","65+","e5","Middle",259371,131,259
"Medium","Slovakia",703,"2020-2024","NAT","Female","65+","e6","High",83519,155,199
"Medium","Slovakia",703,"2020-2024","NAT","Male","0-19","e4","Low",530831,816,486
"Medium","Slovakia",703,"2020-2024","NAT","Male","0-19","e5","Middle",20271,591,512
"Medium","Slovakia",703,"2020-2024","NAT","Male","0-19","e6","High",953,229,144
"Medium","Slovakia",703,"2020-2024","NAT","Male","20-39","e4","Low",97191,788,180
"Medium","Slovakia",703,"2020-2024","NAT","Male","20-39","e5","Middle",417198,1791,2097
"Medium","Slovakia",703,"2020-2024","NAT","Male","20-39","e6","High",242856,2492,2505
"Medium","Slovakia",703,"2020-2024","NAT","Male","40-64","e4","Low",86799,658,157
"Medium","Slovakia",703,"2020-2024","NAT","Male","40-64","e5","Middle",590191,874,1419
"Medium","Slovakia",703,"2020-2024","NAT","Male","40-64","e6","High",246381,1313,1269
"Medium","Slovakia",703,"2020-2024","NAT","Male","65+","e4","Low",47089,74,35
"Medium","Slovakia",703,"2020-2024","NAT","Male","65+","e5","Middle",211346,90,183
"Medium","Slovakia",703,"2020-2024","NAT","Male","65+","e6","High",81678,130,153
"Medium","Slovakia",703,"2020-2024","NEU","Female","0-19","e4","Low",9780,1766,979
"Medium","Slovakia",703,"2020-2024","NEU","Female","0-19","e5","Middle",234,439,357
"Medium","Slovakia",703,"2020-2024","NEU","Female","0-19","e6","High",35,125,123
"Medium","Slovakia",703,"2020-2024","NEU","Female","20-39","e4","Low",495,607,135
"Medium","Slovakia",703,"2020-2024","NEU","Female","20-39","e5","Middle",1551,559,608
"Medium","Slovakia",703,"2020-2024","NEU","Female","20-39","e6","High",2653,495,573
"Medium","Slovakia",703,"2020-2024","NEU","Female","40-64","e4","Low",755,267,91
"Medium","Slovakia",703,"2020-2024","NEU","Female","40-64","e5","Middle",2449,277,439
"Medium","Slovakia",703,"2020-2024","NEU","Female","40-64","e6","High",2751,215,245
"Medium","Slovakia",703,"2020-2024","NEU","Female","65+","e4","Low",633,39,43
"Medium","Slovakia",703,"2020-2024","NEU","Female","65+","e5","Middle",1324,63,125
"Medium","Slovakia",703,"2020-2024","NEU","Female","65+","e6","High",931,54,70
"Medium","Slovakia",703,"2020-2024","NEU","Male","0-19","e4","Low",10441,1822,1004
"Medium","Slovakia",703,"2020-2024","NEU","Male","0-19","e5","Middle",227,435,374
"Medium","Slovakia",703,"2020-2024","NEU","Male","0-19","e6","High",27,123,77
"Medium","Slovakia",703,"2020-2024","NEU","Male","20-39","e4","Low",712,773,159
"Medium","Slovakia",703,"2020-2024","NEU","Male","20-39","e5","Middle",2206,683,739
"Medium","Slovakia",703,"2020-2024","NEU","Male","20-39","e6","High",2337,499,509
"Medium","Slovakia",703,"2020-2024","NEU","Male","40-64","e4","Low",922,290,69
"Medium","Slovakia",703,"2020-2024","NEU","Male","40-64","e5","Middle",3086,241,392
"Medium","Slovakia",703,"2020-2024","NEU","Male","40-64","e6","High",3249,189,181
"Medium","Slovakia",703,"2020-2024","NEU","Male","65+","e4","Low",191,35,17
"Medium","Slovakia",703,"2020-2024","NEU","Male","65+","e5","Middle",916,34,68
"Medium","Slovakia",703,"2020-2024","NEU","Male","65+","e6","High",873,42,50
"Medium","Slovakia",703,"2025-2029","EU","Female","0-19","e4","Low",12209,414,291
"Medium","Slovakia",703,"2025-2029","EU","Female","0-19","e5","Middle",640,549,496
"Medium","Slovakia",703,"2025-2029","EU","Female","0-19","e6","High",51,194,200
"Medium","Slovakia",703,"2025-2029","EU","Female","20-39","e4","Low",1444,75,15
"Medium","Slovakia",703,"2025-2029","EU","Female","20-39","e5","Middle",3079,649,619
"Medium","Slovakia",703,"2025-2029","EU","Female","20-39","e6","High",3516,994,1037
"Medium","Slovakia",703,"2025-2029","EU","Female","40-64","e4","Low",4217,128,39
"Medium","Slovakia",703,"2025-2029","EU","Female","40-64","e5","Middle",10060,455,708
"Medium","Slovakia",703,"2025-2029","EU","Female","40-64","e6","High",6399,350,411
"Medium","Slovakia",703,"2025-2029","EU","Female","65+","e4","Low",8371,66,63
"Medium","Slovakia",703,"2025-2029","EU","Female","65+","e5","Middle",14123,153,287
"Medium","Slovakia",703,"2025-2029","EU","Female","65+","e6","High",5164,115,154
"Medium","Slovakia",703,"2025-2029","EU","Male","0-19","e4","Low",12910,448,292
"Medium","Slovakia",703,"2025-2029","EU","Male","0-19","e5","Middle",657,568,542
"Medium","Slovakia",703,"2025-2029","EU","Male","0-19","e6","High",45,129,83
"Medium","Slovakia",703,"2025-2029","EU","Male","20-39","e4","Low",1586,130,24
"Medium","Slovakia",703,"2025-2029","EU","Male","20-39","e5","Middle",3663,861,820
"Medium","Slovakia",703,"2025-2029","EU","Male","20-39","e6","High",2759,846,757
"Medium","Slovakia",703,"2025-2029","EU","Male","40-64","e4","Low",3577,128,30
"Medium","Slovakia",703,"2025-2029","EU","Male","40-64","e5","Middle",10924,479,763
"Medium","Slovakia",703,"2025-2029","EU","Male","40-64","e6","High",6422,324,320
"Medium","Slovakia",703,"2025-2029","EU","Male","65+","e4","Low",2454,36,15
"Medium","Slovakia",703,"2025-2029","EU","Male","65+","e5","Middle",9964,115,227
"Medium","Slovakia",703,"2025-2029","EU","Male","65+","e6","High",5322,100,121
"Medium","Slovakia",703,"2025-2029","NAT","Female","0-19","e4","Low",399745,440,286
"Medium","Slovakia",703,"2025-2029","NAT","Female","0-19","e5","Middle",73455,597,504
"Medium","Slovakia",703,"2025-2029","NAT","Female","0-19","e6","High",66050,331,340
"Medium","Slovakia",703,"2025-2029","NAT","Female","20-39","e4","Low",74429,340,75
"Medium","Slovakia",703,"2025-2029","NAT","Female","20-39","e5","Middle",238947,1465,1517
"Medium","Slovakia",703,"2025-2029","NAT","Female","20-39","e6","High",324496,2774,2919
"Medium","Slovakia",703,"2025-2029","NAT","Female","40-64","e4","Low",87866,606,173
"Medium","Slovakia",703,"2025-2029","NAT","Female","40-64","e5","Middle",492350,1099,1675
"Medium","Slovakia",703,"2025-2029","NAT","Female","40-64","e6","High",363328,1765,2168
"Medium","Slovakia",703,"2025-2029","NAT","Female","65+","e4","Low",138439,114,106
"Medium","Slovakia",703,"2025-2029","NAT","Female","65+","e5","Middle",315939,207,389
"Medium","Slovakia",703,"2025-2029","NAT","Female","65+","e6","High",115264,227,303
"Medium","Slovakia",703,"2025-2029","NAT","Male","0-19","e4","Low",421127,491,300
"Medium","Slovakia",703,"2025-2029","NAT","Male","0-19","e5","Middle",76429,612,555
"Medium","Slovakia",703,"2025-2029","NAT","Male","0-19","e6","High",69692,277,187
"Medium","Slovakia",703,"2025-2029","NAT","Male","20-39","e4","Low",93227,467,94
"Medium","Slovakia",703,"2025-2029","NAT","Male","20-39","e5","Middle",344715,1660,1690
"Medium","Slovakia",703,"2025-2029","NAT","Male","20-39","e6","High",229291,2368,2106
"Medium","Slovakia",703,"2025-2029","NAT","Male","40-64","e4","Low",88709,662,158
"Medium","Slovakia",703,"2025-2029","NAT","Male","40-64","e5","Middle",576216,1080,1690
"Medium","Slovakia",703,"2025-2029","NAT","Male","40-64","e6","High",282272,1570,1608
"Medium","Slovakia",703,"2025-2029","NAT","Male","65+","e4","Low",41890,88,36
"Medium","Slovakia",703,"2025-2029","NAT","Male","65+","e5","Middle",249100,154,304
"Medium","Slovakia",703,"2025-2029","NAT","Male","65+","e6","High",98811,194,234
"Medium","Slovakia",703,"2025-2029","NEU","Female","0-19","e4","Low",8661,2033,960
"Medium","Slovakia",703,"2025-2029","NEU","Female","0-19","e5","Middle",777,735,627
"Medium","Slovakia",703,"2025-2029","NEU","Female","0-19","e6","High",113,178,184
"Medium","Slovakia",703,"2025-2029","NEU","Female","20-39","e4","Low",1093,793,146
"Medium","Slovakia",703,"2025-2029","NEU","Female","20-39","e5","Middle",1441,816,760
"Medium","Slovakia",703,"2025-2029","NEU","Female","20-39","e6","High",2368,800,833
"Medium","Slovakia",703,"2025-2029","NEU","Female","40-64","e4","Low",1000,340,98
"Medium","Slovakia",703,"2025-2029","NEU","Female","40-64","e5","Middle",2168,276,425
"Medium","Slovakia",703,"2025-2029","NEU","Female","40-64","e6","High",3117,222,261
"Medium","Slovakia",703,"2025-2029","NEU","Female","65+","e4","Low",516,58,54
"Medium","Slovakia",703,"2025-2029","NEU","Female","65+","e5","Middle",1461,84,156
"Medium","Slovakia",703,"2025-2029","NEU","Female","65+","e6","High",1165,75,100
"Medium","Slovakia",703,"2025-2029","NEU","Male","0-19","e4","Low",9334,2098,981
"Medium","Slovakia",703,"2025-2029","NEU","Male","0-19","e5","Middle",795,732,656
"Medium","Slovakia",703,"2025-2029","NEU","Male","0-19","e6","High",94,166,107
"Medium","Slovakia",703,"2025-2029","NEU","Male","20-39","e4","Low",1383,989,173
"Medium","Slovakia",703,"2025-2029","NEU","Male","20-39","e5","Middle",1943,946,888
"Medium","Slovakia",703,"2025-2029","NEU","Male","20-39","e6","High",2016,787,705
"Medium","Slovakia",703,"2025-2029","NEU","Male","40-64","e4","Low",1280,376,88
"Medium","Slovakia",703,"2025-2029","NEU","Male","40-64","e5","Middle",2936,265,416
"Medium","Slovakia",703,"2025-2029","NEU","Male","40-64","e6","High",3594,209,208
"Medium","Slovakia",703,"2025-2029","NEU","Male","65+","e4","Low",250,52,21
"Medium","Slovakia",703,"2025-2029","NEU","Male","65+","e5","Middle",1065,45,89
"Medium","Slovakia",703,"2025-2029","NEU","Male","65+","e6","High",1063,53,64
"Medium","Slovakia",703,"2030-2034","EU","Female","0-19","e4","Low",8099,262,189
"Medium","Slovakia",703,"2030-2034","EU","Female","0-19","e5","Middle",725,571,511
"Medium","Slovakia",703,"2030-2034","EU","Female","0-19","e6","High",62,186,194
"Medium","Slovakia",703,"2030-2034","EU","Female","20-39","e4","Low",1645,47,8
"Medium","Slovakia",703,"2030-2034","EU","Female","20-39","e5","Middle",3841,625,518
"Medium","Slovakia",703,"2030-2034","EU","Female","20-39","e6","High",3484,1071,1060
"Medium","Slovakia",703,"2030-2034","EU","Female","40-64","e4","Low",3376,92,24
"Medium","Slovakia",703,"2030-2034","EU","Female","40-64","e5","Middle",7958,351,522
"Medium","Slovakia",703,"2030-2034","EU","Female","40-64","e6","High",6501,323,387
"Medium","Slovakia",703,"2030-2034","EU","Female","65+","e4","Low",6957,51,30
"Medium","Slovakia",703,"2030-2034","EU","Female","65+","e5","Middle",13969,133,228
"Medium","Slovakia",703,"2030-2034","EU","Female","65+","e6","High",5698,111,137
"Medium","Slovakia",703,"2030-2034","EU","Male","0-19","e4","Low",8552,285,190
"Medium","Slovakia",703,"2030-2034","EU","Male","0-19","e5","Middle",726,598,563
"Medium","Slovakia",703,"2030-2034","EU","Male","0-19","e6","High",53,125,79
"Medium","Slovakia",703,"2030-2034","EU","Male","20-39","e4","Low",1868,84,14
"Medium","Slovakia",703,"2030-2034","EU","Male","20-39","e5","Middle",4719,814,696
"Medium","Slovakia",703,"2030-2034","EU","Male","20-39","e6","High",2933,874,721
"Medium","Slovakia",703,"2030-2034","EU","Male","40-64","e4","Low",3142,104,24
"Medium","Slovakia",703,"2030-2034","EU","Male","40-64","e5","Middle",8894,384,582
"Medium","Slovakia",703,"2030-2034","EU","Male","40-64","e6","High",6180,306,309
"Medium","Slovakia",703,"2030-2034","EU","Male","65+","e4","Low",2345,30,8
"Medium","Slovakia",703,"2030-2034","EU","Male","65+","e5","Middle",9717,100,181
"Medium","Slovakia",703,"2030-2034","EU","Male","65+","e6","High",5465,89,97
"Medium","Slovakia",703,"2030-2034","NAT","Female","0-19","e4","Low",291285,208,143
"Medium","Slovakia",703,"2030-2034","NAT","Female","0-19","e5","Middle",117161,563,492
"Medium","Slovakia",703,"2030-2034","NAT","Female","0-19","e6","High",131327,366,378
"Medium","Slovakia",703,"2030-2034","NAT","Female","20-39","e4","Low",69433,169,31
"Medium","Slovakia",703,"2030-2034","NAT","Female","20-39","e5","Middle",195481,1254,1087
"Medium","Slovakia",703,"2030-2034","NAT","Female","20-39","e6","High",304583,2625,2561
"Medium","Slovakia",703,"2030-2034","NAT","Female","40-64","e4","Low",86490,546,143
"Medium","Slovakia",703,"2030-2034","NAT","Female","40-64","e5","Middle",450414,1271,1798
"Medium","Slovakia",703,"2030-2034","NAT","Female","40-64","e6","High",421346,2064,2541
"Medium","Slovakia",703,"2030-2034","NAT","Female","65+","e4","Low",112642,125,73
"Medium","Slovakia",703,"2030-2034","NAT","Female","65+","e5","Middle",365115,278,477
"Medium","Slovakia",703,"2030-2034","NAT","Female","65+","e6","High",147730,303,371
"Medium","Slovakia",703,"2030-2034","NAT","Male","0-19","e4","Low",306765,233,148
"Medium","Slovakia",703,"2030-2034","NAT","Male","0-19","e5","Middle",121920,579,540
"Medium","Slovakia",703,"2030-2034","NAT","Male","0-19","e6","High",138570,295,210
"Medium","Slovakia",703,"2030-2034","NAT","Male","20-39","e4","Low",89783,273,47
"Medium","Slovakia",703,"2030-2034","NAT","Male","20-39","e5","Middle",289924,1498,1321
"Medium","Slovakia",703,"2030-2034","NAT","Male","20-39","e6","High",217686,2272,1842
"Medium","Slovakia",703,"2030-2034","NAT","Male","40-64","e4","Low",95341,583,135
"Medium","Slovakia",703,"2030-2034","NAT","Male","40-64","e5","Middle",556325,1253,1822
"Medium","Slovakia",703,"2030-2034","NAT","Male","40-64","e6","High",316675,1777,1838
"Medium","Slovakia",703,"2030-2034","NAT","Male","65+","e4","Low",38478,97,27
"Medium","Slovakia",703,"2030-2034","NAT","Male","65+","e5","Middle",285229,210,379
"Medium","Slovakia",703,"2030-2034","NAT","Male","65+","e6","High",116061,252,272
"Medium","Slovakia",703,"2030-2034","NEU","Female","0-19","e4","Low",5938,1889,676
"Medium","Slovakia",703,"2030-2034","NEU","Female","0-19","e5","Middle",937,1120,962
"Medium","Slovakia",703,"2030-2034","NEU","Female","0-19","e6","High",139,260,271
"Medium","Slovakia",703,"2030-2034","NEU","Female","20-39","e4","Low",1462,876,134
"Medium","Slovakia",703,"2030-2034","NEU","Female","20-39","e5","Middle",2784,1125,918
"Medium","Slovakia",703,"2030-2034","NEU","Female","20-39","e6","High",3503,1153,1139
"Medium","Slovakia",703,"2030-2034","NEU","Female","40-64","e4","Low",1387,444,114
"Medium","Slovakia",703,"2030-2034","NEU","Female","40-64","e5","Middle",1928,288,414
"Medium","Slovakia",703,"2030-2034","NEU","Female","40-64","e6","High",3401,253,304
"Medium","Slovakia",703,"2030-2034","NEU","Female","65+","e4","Low",515,83,46
"Medium","Slovakia",703,"2030-2034","NEU","Female","65+","e5","Middle",1521,96,163
"Medium","Slovakia",703,"2030-2034","NEU","Female","65+","e6","High",1439,87,107
"Medium","Slovakia",703,"2030-2034","NEU","Male","0-19","e4","Low",6425,1948,682
"Medium","Slovakia",703,"2030-2034","NEU","Male","0-19","e5","Middle",942,1124,1013
"Medium","Slovakia",703,"2030-2034","NEU","Male","0-19","e6","High",113,246,156
"Medium","Slovakia",703,"2030-2034","NEU","Male","20-39","e4","Low",1894,1073,164
"Medium","Slovakia",703,"2030-2034","NEU","Male","20-39","e5","Middle",3630,1253,1062
"Medium","Slovakia",703,"2030-2034","NEU","Male","20-39","e6","High",2967,1110,916
"Medium","Slovakia",703,"2030-2034","NEU","Male","40-64","e4","Low",1754,500,113
"Medium","Slovakia",703,"2030-2034","NEU","Male","40-64","e5","Middle",2656,303,440
"Medium","Slovakia",703,"2030-2034","NEU","Male","40-64","e6","High",3669,257,261
"Medium","Slovakia",703,"2030-2034","NEU","Male","65+","e4","Low",379,74,21
"Medium","Slovakia",703,"2030-2034","NEU","Male","65+","e5","Middle",1298,55,99
"Medium","Slovakia",703,"2030-2034","NEU","Male","65+","e6","High",1430,63,68
"Medium","Slovakia",703,"2035-2039","EU","Female","0-19","e4","Low",3565,173,125
"Medium","Slovakia",703,"2035-2039","EU","Female","0-19","e5","Middle",661,469,398
"Medium","Slovakia",703,"2035-2039","EU","Female","0-19","e6","High",58,179,193
"Medium","Slovakia",703,"2035-2039","EU","Female","20-39","e4","Low",1871,26,3
"Medium","Slovakia",703,"2035-2039","EU","Female","20-39","e5","Middle",4863,550,400
"Medium","Slovakia",703,"2035-2039","EU","Female","20-39","e6","High",5201,1079,1032
"Medium","Slovakia",703,"2035-2039","EU","Female","40-64","e4","Low",2701,66,17
"Medium","Slovakia",703,"2035-2039","EU","Female","40-64","e5","Middle",5714,298,401
"Medium","Slovakia",703,"2035-2039","EU","Female","40-64","e6","High",6298,340,397
"Medium","Slovakia",703,"2035-2039","EU","Female","65+","e4","Low",5736,40,14
"Medium","Slovakia",703,"2035-2039","EU","Female","65+","e5","Middle",13130,117,189
"Medium","Slovakia",703,"2035-2039","EU","Female","65+","e6","High",5768,110,122
"Medium","Slovakia",703,"2035-2039","EU","Male","0-19","e4","Low",3804,188,126
"Medium","Slovakia",703,"2035-2039","EU","Male","0-19","e5","Middle",662,496,450
"Medium","Slovakia",703,"2035-2039","EU","Male","0-19","e6","High",50,119,77
"Medium","Slovakia",703,"2035-2039","EU","Male","20-39","e4","Low",2325,49,6
"Medium","Slovakia",703,"2035-2039","EU","Male","20-39","e5","Middle",6147,724,563
"Medium","Slovakia",703,"2035-2039","EU","Male","20-39","e6","High",4482,853,665
"Medium","Slovakia",703,"2035-2039","EU","Male","40-64","e4","Low",2652,83,19
"Medium","Slovakia",703,"2035-2039","EU","Male","40-64","e5","Middle",6843,338,463
"Medium","Slovakia",703,"2035-2039","EU","Male","40-64","e6","High",5713,326,320
"Medium","Slovakia",703,"2035-2039","EU","Male","65+","e4","Low",2179,28,6
"Medium","Slovakia",703,"2035-2039","EU","Male","65+","e5","Middle",9055,90,150
"Medium","Slovakia",703,"2035-2039","EU","Male","65+","e6","High",5361,86,82
"Medium","Slovakia",703,"2035-2039","NAT","Female","0-19","e4","Low",176749,155,108
"Medium","Slovakia",703,"2035-2039","NAT","Female","0-19","e5","Middle",152587,460,385
"Medium","Slovakia",703,"2035-2039","NAT","Female","0-19","e6","High",194154,308,320
"Medium","Slovakia",703,"2035-2039","NAT","Female","20-39","e4","Low",65702,86,11
"Medium","Slovakia",703,"2035-2039","NAT","Female","20-39","e5","Middle",168094,1100,810
"Medium","Slovakia",703,"2035-2039","NAT","Female","20-39","e6","High",292931,2563,2382
"Medium","Slovakia",703,"2035-2039","NAT","Female","40-64","e4","Low",89742,441,112
"Medium","Slovakia",703,"2035-2039","NAT","Female","40-64","e5","Middle",399241,1335,1729
"Medium","Slovakia",703,"2035-2039","NAT","Female","40-64","e6","High",474467,2241,2691
"Medium","Slovakia",703,"2035-2039","NAT","Female","65+","e4","Low",91135,124,44
"Medium","Slovakia",703,"2035-2039","NAT","Female","65+","e5","Middle",395780,315,508
"Medium","Slovakia",703,"2035-2039","NAT","Female","65+","e6","High",176767,365,404
"Medium","Slovakia",703,"2035-2039","NAT","Male","0-19","e4","Low",187360,171,112
"Medium","Slovakia",703,"2035-2039","NAT","Male","0-19","e5","Middle",159144,476,432
"Medium","Slovakia",703,"2035-2039","NAT","Male","0-19","e6","High",204963,242,172
"Medium","Slovakia",703,"2035-2039","NAT","Male","20-39","e4","Low",89732,162,21
"Medium","Slovakia",703,"2035-2039","NAT","Male","20-39","e5","Middle",252181,1377,1075
"Medium","Slovakia",703,"2035-2039","NAT","Male","20-39","e6","High",210530,2214,1671
"Medium","Slovakia",703,"2035-2039","NAT","Male","40-64","e4","Low",101747,468,109
"Medium","Slovakia",703,"2035-2039","NAT","Male","40-64","e5","Middle",523719,1316,1767
"Medium","Slovakia",703,"2035-2039","NAT","Male","40-64","e6","High",350588,1878,1909
"Medium","Slovakia",703,"2035-2039","NAT","Male","65+","e4","Low",35127,98,20
"Medium","Slovakia",703,"2035-2039","NAT","Male","65+","e5","Middle",309298,242,406
"Medium","Slovakia",703,"2035-2039","NAT","Male","65+","e6","High",129933,297,282
"Medium","Slovakia",703,"2035-2039","NEU","Female","0-19","e4","Low",3240,1927,704
"Medium","Slovakia",703,"2035-2039","NEU","Female","0-19","e5","Middle",674,1347,1108
"Medium","Slovakia",703,"2035-2039","NEU","Female","0-19","e6","High",91,342,368
"Medium","Slovakia",703,"2035-2039","NEU","Female","20-39","e4","Low",1769,889,109
"Medium","Slovakia",703,"2035-2039","NEU","Female","20-39","e5","Middle",3774,1463,1058
"Medium","Slovakia",703,"2035-2039","NEU","Female","20-39","e6","High",6187,1577,1516
"Medium","Slovakia",703,"2035-2039","NEU","Female","40-64","e4","Low",1759,548,133
"Medium","Slovakia",703,"2035-2039","NEU","Female","40-64","e5","Middle",1690,365,456
"Medium","Slovakia",703,"2035-2039","NEU","Female","40-64","e6","High",3561,349,404
"Medium","Slovakia",703,"2035-2039","NEU","Female","65+","e4","Low",669,118,40
"Medium","Slovakia",703,"2035-2039","NEU","Female","65+","e5","Middle",1519,94,151
"Medium","Slovakia",703,"2035-2039","NEU","Female","65+","e6","High",1692,94,104
"Medium","Slovakia",703,"2035-2039","NEU","Male","0-19","e4","Low",3519,1982,713
"Medium","Slovakia",703,"2035-2039","NEU","Male","0-19","e5","Middle",683,1355,1184
"Medium","Slovakia",703,"2035-2039","NEU","Male","0-19","e6","High",76,319,207
"Medium","Slovakia",703,"2035-2039","NEU","Male","20-39","e4","Low",2493,1092,139
"Medium","Slovakia",703,"2035-2039","NEU","Male","20-39","e5","Middle",5247,1607,1249
"Medium","Slovakia",703,"2035-2039","NEU","Male","20-39","e6","High",5070,1492,1174
"Medium","Slovakia",703,"2035-2039","NEU","Male","40-64","e4","Low",2205,614,139
"Medium","Slovakia",703,"2035-2039","NEU","Male","40-64","e5","Middle",2310,394,502
"Medium","Slovakia",703,"2035-2039","NEU","Male","40-64","e6","High",3665,377,365
"Medium","Slovakia",703,"2035-2039","NEU","Male","65+","e4","Low",594,103,20
"Medium","Slovakia",703,"2035-2039","NEU","Male","65+","e5","Middle",1483,59,99
"Medium","Slovakia",703,"2035-2039","NEU","Male","65+","e6","High",1795,71,67
"Medium","Slovakia",703,"2040-2044","EU","Female","0-19","e4","Low",112,0,0
"Medium","Slovakia",703,"2040-2044","EU","Female","0-19","e5","Middle",73,0,0
"Medium","Slovakia",703,"2040-2044","EU","Female","0-19","e6","High",1,0,0
"Medium","Slovakia",703,"2040-2044","EU","Female","20-39","e4","Low",2157,0,0
"Medium","Slovakia",703,"2040-2044","EU","Female","20-39","e5","Middle",5104,0,0
"Medium","Slovakia",703,"2040-2044","EU","Female","20-39","e6","High",7878,0,0
"Medium","Slovakia",703,"2040-2044","EU","Female","40-64","e4","Low",2119,0,0
"Medium","Slovakia",703,"2040-2044","EU","Female","40-64","e5","Middle",4176,0,0
"Medium","Slovakia",703,"2040-2044","EU","Female","40-64","e6","High",5963,0,0
"Medium","Slovakia",703,"2040-2044","EU","Female","65+","e4","Low",4631,0,0
"Medium","Slovakia",703,"2040-2044","EU","Female","65+","e5","Middle",11519,0,0
"Medium","Slovakia",703,"2040-2044","EU","Female","65+","e6","High",5558,0,0
"Medium","Slovakia",703,"2040-2044","EU","Male","0-19","e4","Low",125,0,0
"Medium","Slovakia",703,"2040-2044","EU","Male","0-19","e5","Middle",72,0,0
"Medium","Slovakia",703,"2040-2044","EU","Male","0-19","e6","High",1,0,0
"Medium","Slovakia",703,"2040-2044","EU","Male","20-39","e4","Low",2816,0,0
"Medium","Slovakia",703,"2040-2044","EU","Male","20-39","e5","Middle",6952,0,0
"Medium","Slovakia",703,"2040-2044","EU","Male","20-39","e6","High",6653,0,0
"Medium","Slovakia",703,"2040-2044","EU","Male","40-64","e4","Low",2169,0,0
"Medium","Slovakia",703,"2040-2044","EU","Male","40-64","e5","Middle",5318,0,0
"Medium","Slovakia",703,"2040-2044","EU","Male","40-64","e6","High",5241,0,0
"Medium","Slovakia",703,"2040-2044","EU","Male","65+","e4","Low",1917,0,0
"Medium","Slovakia",703,"2040-2044","EU","Male","65+","e5","Middle",8027,0,0
"Medium","Slovakia",703,"2040-2044","EU","Male","65+","e6","High",5115,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Female","0-19","e4","Low",176396,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Female","0-19","e5","Middle",128777,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Female","0-19","e6","High",191606,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Female","20-39","e4","Low",67808,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Female","20-39","e5","Middle",152631,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Female","20-39","e6","High",303371,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Female","40-64","e4","Low",88547,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Female","40-64","e5","Middle",326803,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Female","40-64","e6","High",497658,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Female","65+","e4","Low",76083,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Female","65+","e5","Middle",422528,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Female","65+","e6","High",214463,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Male","0-19","e4","Low",187298,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Male","0-19","e5","Middle",133845,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Male","0-19","e6","High",202438,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Male","20-39","e4","Low",96265,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Male","20-39","e5","Middle",233384,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Male","20-39","e6","High",219768,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Male","40-64","e4","Low",102479,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Male","40-64","e5","Middle",459223,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Male","40-64","e6","High",363342,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Male","65+","e4","Low",33979,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Male","65+","e5","Middle",338625,0,0
"Medium","Slovakia",703,"2040-2044","NAT","Male","65+","e6","High",150827,0,0
"Medium","Slovakia",703,"2040-2044","NEU","Female","0-19","e4","Low",2051,0,0
"Medium","Slovakia",703,"2040-2044","NEU","Female","0-19","e5","Middle",408,0,0
"Medium","Slovakia",703,"2040-2044","NEU","Female","0-19","e6","High",34,0,0
"Medium","Slovakia",703,"2040-2044","NEU","Female","20-39","e4","Low",1787,0,0
"Medium","Slovakia",703,"2040-2044","NEU","Female","20-39","e5","Middle",3659,0,0
"Medium","Slovakia",703,"2040-2044","NEU","Female","20-39","e6","High",8784,0,0
"Medium","Slovakia",703,"2040-2044","NEU","Female","40-64","e4","Low",2169,0,0
