"orig","dest","year5","age","sex","education","flow"
"DEU","DEU",2005,"20-39","Male","High",0
"DEU","DEU",2005,"20-39","Male","Low",0
"DEU","DEU",2005,"20-39","Male","Middle",0
"DEU","DEU",2005,"40-64","Female","High",0
"DEU","DEU",2005,"40-64","Female","Low",0
"DEU","DEU",2005,"40-64","Female","Middle",0
"DEU","DEU",2005,"40-64","Male","High",0
"DEU","DEU",2005,"40-64","Male","Low",0
"DEU","DEU",2005,"40-64","Male","Middle",0
"DEU","DEU",2005,"65+","Female","High",0
"DEU","DEU",2005,"65+","Female","Low",0
"DEU","DEU",2005,"65+","Female","Middle",0
"DEU","DEU",2005,"65+","Male","High",0
"DEU","DEU",2005,"65+","Male","Low",0
"DEU","DEU",2005,"65+","Male","Middle",0
"DEU","DEU",2010,"0-19","Female","High",0
"DEU","DEU",2010,"0-19","Female","Low",0
"DEU","DEU",2010,"0-19","Female","Middle",0
"DEU","DEU",2010,"0-19","Male","High",0
"DEU","DEU",2010,"0-19","Male","Low",0
"DEU","DEU",2010,"0-19","Male","Middle",0
"DEU","DEU",2010,"20-39","Female","High",0
"DEU","DEU",2010,"20-39","Female","Low",0
"DEU","DEU",2010,"20-39","Female","Middle",0
"DEU","DEU",2010,"20-39","Male","High",0
"DEU","DEU",2010,"20-39","Male","Low",0
"DEU","DEU",2010,"20-39","Male","Middle",0
"DEU","DEU",2010,"40-64","Female","High",0
"DEU","DEU",2010,"40-64","Female","Low",0
"DEU","DEU",2010,"40-64","Female","Middle",0
"DEU","DEU",2010,"40-64","Male","High",0
"DEU","DEU",2010,"40-64","Male","Low",0
"DEU","DEU",2010,"40-64","Male","Middle",0
"DEU","DEU",2010,"65+","Female","High",0
"DEU","DEU",2010,"65+","Female","Low",0
"DEU","DEU",2010,"65+","Female","Middle",0
"DEU","DEU",2010,"65+","Male","High",0
"DEU","DEU",2010,"65+","Male","Low",0
"DEU","DEU",2010,"65+","Male","Middle",0
"DEU","DEU",2015,"0-19","Female","High",0
"DEU","DEU",2015,"0-19","Female","Low",0
"DEU","DEU",2015,"0-19","Female","Middle",0
"DEU","DEU",2015,"0-19","Male","High",0
"DEU","DEU",2015,"0-19","Male","Low",0
"DEU","DEU",2015,"0-19","Male","Middle",0
"DEU","DEU",2015,"20-39","Female","High",0
"DEU","DEU",2015,"20-39","Female","Low",0
"DEU","DEU",2015,"20-39","Female","Middle",0
"DEU","DEU",2015,"20-39","Male","High",0
"DEU","DEU",2015,"20-39","Male","Low",0
"DEU","DEU",2015,"20-39","Male","Middle",0
"DEU","DEU",2015,"40-64","Female","High",0
"DEU","DEU",2015,"40-64","Female","Low",0
"DEU","DEU",2015,"40-64","Female","Middle",0
"DEU","DEU",2015,"40-64","Male","High",0
"DEU","DEU",2015,"40-64","Male","Low",0
"DEU","DEU",2015,"40-64","Male","Middle",0
"DEU","DEU",2015,"65+","Female","High",0
"DEU","DEU",2015,"65+","Female","Low",0
"DEU","DEU",2015,"65+","Female","Middle",0
"DEU","DEU",2015,"65+","Male","High",0
"DEU","DEU",2015,"65+","Male","Low",0
"DEU","DEU",2015,"65+","Male","Middle",0
"DEU","DNK",2000,"0-19","Female","High",0.238740012286447
"DEU","DNK",2000,"0-19","Female","Low",391.600896492238
"DEU","DNK",2000,"0-19","Female","Middle",183.5136442852
"DEU","DNK",2000,"0-19","Male","High",0.304442630200651
"DEU","DNK",2000,"0-19","Male","Low",467.263629744426
"DEU","DNK",2000,"0-19","Male","Middle",211.443876278216
"DEU","DNK",2000,"20-39","Female","High",644.403491132184
"DEU","DNK",2000,"20-39","Female","Low",228.884387482742
"DEU","DNK",2000,"20-39","Female","Middle",1884.48500148823
"DEU","DNK",2000,"20-39","Male","High",653.101303597443
"DEU","DNK",2000,"20-39","Male","Low",191.400524387837
"DEU","DNK",2000,"20-39","Male","Middle",2427.819031871
"DEU","DNK",2000,"40-64","Female","High",168.760468974713
"DEU","DNK",2000,"40-64","Female","Low",65.6531175122117
"DEU","DNK",2000,"40-64","Female","Middle",341.556288729865
"DEU","DNK",2000,"40-64","Male","High",229.727596877893
"DEU","DNK",2000,"40-64","Male","Low",62.2336534867537
"DEU","DNK",2000,"40-64","Male","Middle",473.592435060118
"DEU","DNK",2000,"65+","Female","High",13.3494412825642
"DEU","DNK",2000,"65+","Female","Low",8.43365057897089
"DEU","DNK",2000,"65+","Female","Middle",52.7548421967556
"DEU","DNK",2000,"65+","Male","High",23.8131371958257
"DEU","DNK",2000,"65+","Male","Low",6.48305839261005
"DEU","DNK",2000,"65+","Male","Middle",63.6719124048088
"DEU","DNK",2005,"0-19","Female","High",0.726832156506476
"DEU","DNK",2005,"0-19","Female","Low",1166.6397277305
"DEU","DNK",2005,"0-19","Female","Middle",562.441479330997
"DEU","DNK",2005,"0-19","Male","High",0.927802001030292
"DEU","DNK",2005,"0-19","Male","Low",1279.81201486406
"DEU","DNK",2005,"0-19","Male","Middle",559.306160789048
"DEU","DNK",2005,"20-39","Female","High",1718.55100506725
"DEU","DNK",2005,"20-39","Female","Low",463.982210791185
"DEU","DNK",2005,"20-39","Female","Middle",4336.51949316402
"DEU","DNK",2005,"20-39","Male","High",1504.39172792875
"DEU","DNK",2005,"20-39","Male","Low",362.717696119417
"DEU","DNK",2005,"20-39","Male","Middle",5173.25229565145
"DEU","DNK",2005,"40-64","Female","High",471.013072310037
"DEU","DNK",2005,"40-64","Female","Low",207.207178600091
"DEU","DNK",2005,"40-64","Female","Middle",840.161204445884
"DEU","DNK",2005,"40-64","Male","High",621.897691384546
"DEU","DNK",2005,"40-64","Male","Low",209.702141473771
"DEU","DNK",2005,"40-64","Male","Middle",1249.11590758636
"DEU","DNK",2005,"65+","Female","High",34.2899266466351
"DEU","DNK",2005,"65+","Female","Low",20.93843140874
"DEU","DNK",2005,"65+","Female","Middle",107.938941374233
"DEU","DNK",2005,"65+","Male","High",54.7792558779414
"DEU","DNK",2005,"65+","Male","Low",15.420711982611
"DEU","DNK",2005,"65+","Male","Middle",126.75942742095
"DEU","DNK",2010,"0-19","Female","High",0.704384046517283
"DEU","DNK",2010,"0-19","Female","Low",814.958230353801
"DEU","DNK",2010,"0-19","Female","Middle",490.657831361348
"DEU","DNK",2010,"0-19","Male","High",0.714318705371182
"DEU","DNK",2010,"0-19","Male","Low",938.870849523885
"DEU","DNK",2010,"0-19","Male","Middle",467.110777651314
"DEU","DNK",2010,"20-39","Female","High",1504.19437878341
"DEU","DNK",2010,"20-39","Female","Low",328.207220301961
"DEU","DNK",2010,"20-39","Female","Middle",3286.68337055892
"DEU","DNK",2010,"20-39","Male","High",1135.44082535017
"DEU","DNK",2010,"20-39","Male","Low",274.604310159655
"DEU","DNK",2010,"20-39","Male","Middle",4079.14334239668
"DEU","DNK",2010,"40-64","Female","High",389.531875131584
"DEU","DNK",2010,"40-64","Female","Low",178.750662306509
"DEU","DNK",2010,"40-64","Female","Middle",615.823331114483
"DEU","DNK",2010,"40-64","Male","High",455.427935230647
"DEU","DNK",2010,"40-64","Male","Low",190.150282936375
"DEU","DNK",2010,"40-64","Male","Middle",899.701035996427
"DEU","DNK",2010,"65+","Female","High",48.4407857767477
"DEU","DNK",2010,"65+","Female","Low",28.2151718556978
"DEU","DNK",2010,"65+","Female","Middle",113.870496307481
"DEU","DNK",2010,"65+","Male","High",69.8277986391267
"DEU","DNK",2010,"65+","Male","Low",21.353718077707
"DEU","DNK",2010,"65+","Male","Middle",141.279143482745
"DEU","DNK",2015,"0-19","Female","High",0.0879660205356786
"DEU","DNK",2015,"0-19","Female","Low",1078.13007142084
"DEU","DNK",2015,"0-19","Female","Middle",525.886263844238
"DEU","DNK",2015,"0-19","Male","High",0.135798071029657
"DEU","DNK",2015,"0-19","Male","Low",1215.1368218528
"DEU","DNK",2015,"0-19","Male","Middle",530.892918909846
"DEU","DNK",2015,"20-39","Female","High",2214.45073745571
"DEU","DNK",2015,"20-39","Female","Low",354.562702786697
"DEU","DNK",2015,"20-39","Female","Middle",3485.67045088001
"DEU","DNK",2015,"20-39","Male","High",1643.02910041374
"DEU","DNK",2015,"20-39","Male","Low",297.089417141661
"DEU","DNK",2015,"20-39","Male","Middle",4715.07635304881
"DEU","DNK",2015,"40-64","Female","High",550.822766598825
"DEU","DNK",2015,"40-64","Female","Low",227.7880928465
"DEU","DNK",2015,"40-64","Female","Middle",714.101707751027
"DEU","DNK",2015,"40-64","Male","High",650.553574645843
"DEU","DNK",2015,"40-64","Male","Low",251.605048370708
"DEU","DNK",2015,"40-64","Male","Middle",1168.41009038455
"DEU","DNK",2015,"65+","Female","High",81.9930724603513
"DEU","DNK",2015,"65+","Female","Low",48.4961223923575
"DEU","DNK",2015,"65+","Female","Middle",155.136113437704
"DEU","DNK",2015,"65+","Male","High",113.540432190021
"DEU","DNK",2015,"65+","Male","Low",41.3612390541476
"DEU","DNK",2015,"65+","Male","Middle",204.096716139657
"DEU","ESP",2000,"0-19","Female","High",0.0168818999326909
"DEU","ESP",2000,"0-19","Female","Low",1999.98800237711
"DEU","ESP",2000,"0-19","Female","Middle",275.888114515688
"DEU","ESP",2000,"0-19","Male","High",0.0221363983334968
"DEU","ESP",2000,"0-19","Male","Low",2363.99155337593
"DEU","ESP",2000,"0-19","Male","Middle",335.867254917427
"DEU","ESP",2000,"20-39","Female","High",1784.43271412739
"DEU","ESP",2000,"20-39","Female","Low",3397.51242399604
"DEU","ESP",2000,"20-39","Female","Middle",3175.48300882433
"DEU","ESP",2000,"20-39","Male","High",2027.61528267133
"DEU","ESP",2000,"20-39","Male","Low",4265.8081960776
"DEU","ESP",2000,"20-39","Male","Middle",3629.89840516148
"DEU","ESP",2000,"40-64","Female","High",579.958166018996
"DEU","ESP",2000,"40-64","Female","Low",2572.74280492391
"DEU","ESP",2000,"40-64","Female","Middle",1521.89827754476
"DEU","ESP",2000,"40-64","Male","High",1015.11784307274
"DEU","ESP",2000,"40-64","Male","Low",2876.12035989253
"DEU","ESP",2000,"40-64","Male","Middle",1917.28621610542
"DEU","ESP",2000,"65+","Female","High",63.6084697240339
"DEU","ESP",2000,"65+","Female","Low",701.075149307405
"DEU","ESP",2000,"65+","Female","Middle",245.426726401546
"DEU","ESP",2000,"65+","Male","High",142.008881408906
"DEU","ESP",2000,"65+","Male","Low",835.129222401722
"DEU","ESP",2000,"65+","Male","Middle",313.676995987315
"DEU","ESP",2005,"0-19","Female","High",0.025634025209356
"DEU","ESP",2005,"0-19","Female","Low",3323.86993641204
"DEU","ESP",2005,"0-19","Female","Middle",581.435093298227
"DEU","ESP",2005,"0-19","Male","High",0.0290039341734354
"DEU","ESP",2005,"0-19","Male","Low",3491.02671380694
"DEU","ESP",2005,"0-19","Male","Middle",565.355656090328
"DEU","ESP",2005,"20-39","Female","High",4303.54215540774
"DEU","ESP",2005,"20-39","Female","Low",4821.25195954814
"DEU","ESP",2005,"20-39","Female","Middle",5157.58623909025
"DEU","ESP",2005,"20-39","Male","High",3878.8700512389
"DEU","ESP",2005,"20-39","Male","Low",4989.31482852644
"DEU","ESP",2005,"20-39","Male","Middle",5224.60558032257
"DEU","ESP",2005,"40-64","Female","High",1728.066257154
"DEU","ESP",2005,"40-64","Female","Low",4225.14929450594
"DEU","ESP",2005,"40-64","Female","Middle",3219.56960307152
"DEU","ESP",2005,"40-64","Male","High",2538.37618466688
"DEU","ESP",2005,"40-64","Male","Low",4399.57379317671
"DEU","ESP",2005,"40-64","Male","Middle",3756.72132361877
"DEU","ESP",2005,"65+","Female","High",265.498889357328
"DEU","ESP",2005,"65+","Female","Low",1575.78220931093
"DEU","ESP",2005,"65+","Female","Middle",726.150165649084
"DEU","ESP",2005,"65+","Male","High",529.178018406433
"DEU","ESP",2005,"65+","Male","Low",1725.16841862173
"DEU","ESP",2005,"65+","Male","Middle",889.09950946179
"DEU","ESP",2010,"0-19","Female","High",0.144177845367572
"DEU","ESP",2010,"0-19","Female","Low",3560.13736485901
"DEU","ESP",2010,"0-19","Female","Middle",618.880732163633
"DEU","ESP",2010,"0-19","Male","High",0.157108966359136
"DEU","ESP",2010,"0-19","Male","Low",3531.38742914942
"DEU","ESP",2010,"0-19","Male","Middle",532.43710002852
"DEU","ESP",2010,"20-39","Female","High",3424.03947842176
"DEU","ESP",2010,"20-39","Female","Low",4832.75740774492
"DEU","ESP",2010,"20-39","Female","Middle",3979.0470861209
"DEU","ESP",2010,"20-39","Male","High",3031.72619307934
"DEU","ESP",2010,"20-39","Male","Low",4232.24682527388
"DEU","ESP",2010,"20-39","Male","Middle",4186.32273155949
"DEU","ESP",2010,"40-64","Female","High",1994.56895623092
"DEU","ESP",2010,"40-64","Female","Low",4336.99398655093
"DEU","ESP",2010,"40-64","Female","Middle",3149.20917338552
"DEU","ESP",2010,"40-64","Male","High",2551.16332936614
"DEU","ESP",2010,"40-64","Male","Low",4280.74911569492
"DEU","ESP",2010,"40-64","Male","Middle",3437.98802900234
"DEU","ESP",2010,"65+","Female","High",492.863797262907
"DEU","ESP",2010,"65+","Female","Low",2172.75405036443
"DEU","ESP",2010,"65+","Female","Middle",1128.69995947811
"DEU","ESP",2010,"65+","Male","High",877.35391213397
"DEU","ESP",2010,"65+","Male","Low",2166.24786414415
"DEU","ESP",2010,"65+","Male","Middle",1154.74806305741
"DEU","ESP",2015,"0-19","Female","High",0.279462888664647
"DEU","ESP",2015,"0-19","Female","Low",4746.11033431297
"DEU","ESP",2015,"0-19","Female","Middle",600.289845444164
"DEU","ESP",2015,"0-19","Male","High",0.23355494569655
"DEU","ESP",2015,"0-19","Male","Low",4960.47307206784
"DEU","ESP",2015,"0-19","Male","Middle",541.747550432944
"DEU","ESP",2015,"20-39","Female","High",5059.23784391397
"DEU","ESP",2015,"20-39","Female","Low",6243.54527609136
"DEU","ESP",2015,"20-39","Female","Middle",4481.81598319733
"DEU","ESP",2015,"20-39","Male","High",4493.29349042663
"DEU","ESP",2015,"20-39","Male","Low",6357.70032415233
"DEU","ESP",2015,"20-39","Male","Middle",5509.31841280282
"DEU","ESP",2015,"40-64","Female","High",2547.17994234565
"DEU","ESP",2015,"40-64","Female","Low",4328.95446606392
"DEU","ESP",2015,"40-64","Female","Middle",3449.23743227771
"DEU","ESP",2015,"40-64","Male","High",3105.88050683001
"DEU","ESP",2015,"40-64","Male","Low",4824.08363718946
"DEU","ESP",2015,"40-64","Male","Middle",4149.20495812295
"DEU","ESP",2015,"65+","Female","High",597.360371203218
"DEU","ESP",2015,"65+","Female","Low",1980.07168723563
"DEU","ESP",2015,"65+","Female","Middle",1180.8002124039
"DEU","ESP",2015,"65+","Male","High",963.322483079497
"DEU","ESP",2015,"65+","Male","Low",2169.31550660107
"DEU","ESP",2015,"65+","Male","Middle",1265.70203482145
"DEU","EST",2000,"0-19","Female","High",0.0209114266263438
"DEU","EST",2000,"0-19","Female","Low",52.5541005364072
"DEU","EST",2000,"0-19","Female","Middle",15.418165726821
"DEU","EST",2000,"0-19","Male","High",0.0470292163839423
"DEU","EST",2000,"0-19","Male","Low",57.8809561323929
"DEU","EST",2000,"0-19","Male","Middle",16.1348727367082
"DEU","EST",2000,"20-39","Female","High",142.572527367436
"DEU","EST",2000,"20-39","Female","Low",26.0792046473553
"DEU","EST",2000,"20-39","Female","Middle",148.50103919296
"DEU","EST",2000,"20-39","Male","High",98.621592084033
"DEU","EST",2000,"20-39","Male","Low",33.1655829045246
"DEU","EST",2000,"20-39","Male","Middle",196.576528831739
"DEU","EST",2000,"40-64","Female","High",62.9646920458101
"DEU","EST",2000,"40-64","Female","Low",13.3071089200685
"DEU","EST",2000,"40-64","Female","Middle",61.0260657384685
"DEU","EST",2000,"40-64","Male","High",59.8951303241487
"DEU","EST",2000,"40-64","Male","Low",15.7127037631901
"DEU","EST",2000,"40-64","Male","Middle",77.3395824517073
"DEU","EST",2000,"65+","Female","High",8.1839535787911
"DEU","EST",2000,"65+","Female","Low",7.42161708751547
"DEU","EST",2000,"65+","Female","Middle",14.2230400173343
"DEU","EST",2000,"65+","Male","High",10.0281921653428
"DEU","EST",2000,"65+","Male","Low",8.77016920102086
"DEU","EST",2000,"65+","Male","Middle",15.3856344839561
"DEU","EST",2005,"0-19","Female","High",0.0421575194826719
"DEU","EST",2005,"0-19","Female","Low",89.1517896416219
"DEU","EST",2005,"0-19","Female","Middle",32.1111948139307
"DEU","EST",2005,"0-19","Male","High",0.0535151058695933
"DEU","EST",2005,"0-19","Male","Low",106.158113748651
"DEU","EST",2005,"0-19","Male","Middle",31.1649168597507
"DEU","EST",2005,"20-39","Female","High",244.270290903034
"DEU","EST",2005,"20-39","Female","Low",48.2641590649458
"DEU","EST",2005,"20-39","Female","Middle",272.078432340137
"DEU","EST",2005,"20-39","Male","High",166.302176907278
"DEU","EST",2005,"20-39","Male","Low",67.8835702993306
"DEU","EST",2005,"20-39","Male","Middle",362.695619244592
"DEU","EST",2005,"40-64","Female","High",97.0277870974594
"DEU","EST",2005,"40-64","Female","Low",17.1902711823437
"DEU","EST",2005,"40-64","Female","Middle",82.5192755061439
"DEU","EST",2005,"40-64","Male","High",103.888029729618
"DEU","EST",2005,"40-64","Male","Low",23.2378437509654
"DEU","EST",2005,"40-64","Male","Middle",130.434105153503
"DEU","EST",2005,"65+","Female","High",15.664705775992
"DEU","EST",2005,"65+","Female","Low",10.1356282567266
"DEU","EST",2005,"65+","Female","Middle",23.803667894317
"DEU","EST",2005,"65+","Male","High",20.0446834249789
"DEU","EST",2005,"65+","Male","Low",13.0466714607269
"DEU","EST",2005,"65+","Male","Middle",29.4621839094941
"DEU","EST",2010,"0-19","Female","High",0.0460077182843411
"DEU","EST",2010,"0-19","Female","Low",164.360743806544
"DEU","EST",2010,"0-19","Female","Middle",25.7569445564897
"DEU","EST",2010,"0-19","Male","High",0.0593915443128755
"DEU","EST",2010,"0-19","Male","Low",191.15636251722
"DEU","EST",2010,"0-19","Male","Middle",28.4402535570117
"DEU","EST",2010,"20-39","Female","High",285.641678633331
"DEU","EST",2010,"20-39","Female","Low",77.855859365763
"DEU","EST",2010,"20-39","Female","Middle",294.719476361252
"DEU","EST",2010,"20-39","Male","High",200.075484864392
"DEU","EST",2010,"20-39","Male","Low",105.792934582798
"DEU","EST",2010,"20-39","Male","Middle",435.922032205639
"DEU","EST",2010,"40-64","Female","High",160.676887978669
"DEU","EST",2010,"40-64","Female","Low",30.6071838150673
"DEU","EST",2010,"40-64","Female","Middle",130.454139149634
"DEU","EST",2010,"40-64","Male","High",144.175614367616
"DEU","EST",2010,"40-64","Male","Low",40.4240474760721
"DEU","EST",2010,"40-64","Male","Middle",185.218479163856
"DEU","EST",2010,"65+","Female","High",27.4750079660761
"DEU","EST",2010,"65+","Female","Low",13.0689067972978
"DEU","EST",2010,"65+","Female","Middle",35.0633118494267
"DEU","EST",2010,"65+","Male","High",29.5531503183833
"DEU","EST",2010,"65+","Male","Low",18.1568700319206
"DEU","EST",2010,"65+","Male","Middle",39.4506232820215
"DEU","EST",2015,"0-19","Female","High",0.0781756961611949
"DEU","EST",2015,"0-19","Female","Low",115.989268313401
"DEU","EST",2015,"0-19","Female","Middle",34.7600854146985
"DEU","EST",2015,"0-19","Male","High",0.057881571377755
"DEU","EST",2015,"0-19","Male","Low",142.609958350186
"DEU","EST",2015,"0-19","Male","Middle",27.3866951881518
"DEU","EST",2015,"20-39","Female","High",344.443661688113
"DEU","EST",2015,"20-39","Female","Low",84.9442830509797
"DEU","EST",2015,"20-39","Female","Middle",284.392819205725
"DEU","EST",2015,"20-39","Male","High",258.538878384416
"DEU","EST",2015,"20-39","Male","Low",127.520766018943
"DEU","EST",2015,"20-39","Male","Middle",518.75538033932
"DEU","EST",2015,"40-64","Female","High",138.399027596529
"DEU","EST",2015,"40-64","Female","Low",31.06002431416
"DEU","EST",2015,"40-64","Female","Middle",105.85632377974
"DEU","EST",2015,"40-64","Male","High",147.611805786685
"DEU","EST",2015,"40-64","Male","Low",51.3244136288491
"DEU","EST",2015,"40-64","Male","Middle",196.365092825149
"DEU","EST",2015,"65+","Female","High",20.990146162715
"DEU","EST",2015,"65+","Female","Low",9.59412796100037
"DEU","EST",2015,"65+","Female","Middle",22.710424834146
"DEU","EST",2015,"65+","Male","High",23.6181508311258
"DEU","EST",2015,"65+","Male","Low",13.3466828217919
"DEU","EST",2015,"65+","Male","Middle",29.5488040083395
"DEU","FIN",2000,"0-19","Female","High",0.0578950835398206
"DEU","FIN",2000,"0-19","Female","Low",164.747099554155
"DEU","FIN",2000,"0-19","Female","Middle",37.0528690832477
"DEU","FIN",2000,"0-19","Male","High",0.138863379940146
"DEU","FIN",2000,"0-19","Male","Low",171.017934534409
"DEU","FIN",2000,"0-19","Male","Middle",34.0312183256076
"DEU","FIN",2000,"20-39","Female","High",281.09106073407
"DEU","FIN",2000,"20-39","Female","Low",28.5275728179012
"DEU","FIN",2000,"20-39","Female","Middle",483.782833333963
"DEU","FIN",2000,"20-39","Male","High",214.335630755456
"DEU","FIN",2000,"20-39","Male","Low",41.1642370645834
"DEU","FIN",2000,"20-39","Male","Middle",543.713261411011
"DEU","FIN",2000,"40-64","Female","High",93.3115633125867
"DEU","FIN",2000,"40-64","Female","Low",51.367669879457
"DEU","FIN",2000,"40-64","Female","Middle",107.232693092621
"DEU","FIN",2000,"40-64","Male","High",96.9120697146782
"DEU","FIN",2000,"40-64","Male","Low",58.8715161935038
"DEU","FIN",2000,"40-64","Male","Middle",123.671175911525
"DEU","FIN",2000,"65+","Female","High",6.88720967847202
"DEU","FIN",2000,"65+","Female","Low",14.7304004160196
"DEU","FIN",2000,"65+","Female","Middle",12.7835006950856
"DEU","FIN",2000,"65+","Male","High",9.52715143773224
"DEU","FIN",2000,"65+","Male","Low",16.4050921169196
"DEU","FIN",2000,"65+","Male","Middle",10.8798033503663
"DEU","FIN",2005,"0-19","Female","High",0.160492428058646
"DEU","FIN",2005,"0-19","Female","Low",353.136144914355
"DEU","FIN",2005,"0-19","Female","Middle",78.8320514568919
"DEU","FIN",2005,"0-19","Male","High",0.311321905489936
"DEU","FIN",2005,"0-19","Male","Low",385.306439148857
"DEU","FIN",2005,"0-19","Male","Middle",72.4787053258249
"DEU","FIN",2005,"20-39","Female","High",553.76338440062
"DEU","FIN",2005,"20-39","Female","Low",76.942099685243
"DEU","FIN",2005,"20-39","Female","Middle",931.904647841075
"DEU","FIN",2005,"20-39","Male","High",421.038295137526
"DEU","FIN",2005,"20-39","Male","Low",89.9761996456743
"DEU","FIN",2005,"20-39","Male","Middle",1067.14695053721
"DEU","FIN",2005,"40-64","Female","High",201.110964171987
"DEU","FIN",2005,"40-64","Female","Low",63.5548070225943
"DEU","FIN",2005,"40-64","Female","Middle",202.376464981951
"DEU","FIN",2005,"40-64","Male","High",213.332179758279
"DEU","FIN",2005,"40-64","Male","Low",84.6277140423932
"DEU","FIN",2005,"40-64","Male","Middle",276.631328886197
"DEU","FIN",2005,"65+","Female","High",14.5754323004968
"DEU","FIN",2005,"65+","Female","Low",22.1943962236431
"DEU","FIN",2005,"65+","Female","Middle",22.7343178168303
"DEU","FIN",2005,"65+","Male","High",18.7728067418808
"DEU","FIN",2005,"65+","Male","Low",26.1444841267119
"DEU","FIN",2005,"65+","Male","Middle",22.0199917066946
"DEU","FIN",2010,"0-19","Female","High",0.144351970978522
"DEU","FIN",2010,"0-19","Female","Low",338.16664562903
"DEU","FIN",2010,"0-19","Female","Middle",69.2107097126859
"DEU","FIN",2010,"0-19","Male","High",0.29779856221396
"DEU","FIN",2010,"0-19","Male","Low",337.727784295757
"DEU","FIN",2010,"0-19","Male","Middle",66.4417850872849
"DEU","FIN",2010,"20-39","Female","High",446.283106246126
"DEU","FIN",2010,"20-39","Female","Low",89.9264700988138
"DEU","FIN",2010,"20-39","Female","Middle",685.012774616662
"DEU","FIN",2010,"20-39","Male","High",328.462752168699
"DEU","FIN",2010,"20-39","Male","Low",94.6202306695826
"DEU","FIN",2010,"20-39","Male","Middle",842.947687223294
"DEU","FIN",2010,"40-64","Female","High",206.930597899284
"DEU","FIN",2010,"40-64","Female","Low",46.8213577807202
"DEU","FIN",2010,"40-64","Female","Middle",200.606121347893
"DEU","FIN",2010,"40-64","Male","High",216.393206176312
"DEU","FIN",2010,"40-64","Male","Low",63.3549857615502
"DEU","FIN",2010,"40-64","Male","Middle",263.526180152689
"DEU","FIN",2010,"65+","Female","High",27.4866859888938
"DEU","FIN",2010,"65+","Female","Low",27.3070253877883
"DEU","FIN",2010,"65+","Female","Middle",36.559037671012
"DEU","FIN",2010,"65+","Male","High",29.0006073071795
"DEU","FIN",2010,"65+","Male","Low",29.8472139773633
"DEU","FIN",2010,"65+","Male","Middle",33.5347740723791
"DEU","FIN",2015,"0-19","Female","High",0.0267431638219014
"DEU","FIN",2015,"0-19","Female","Low",324.777221276121
"DEU","FIN",2015,"0-19","Female","Middle",61.1756329237367
"DEU","FIN",2015,"0-19","Male","High",0.0618814031471909
"DEU","FIN",2015,"0-19","Male","Low",369.568454778764
"DEU","FIN",2015,"0-19","Male","Middle",59.6165584549944
"DEU","FIN",2015,"20-39","Female","High",541.046881503488
"DEU","FIN",2015,"20-39","Female","Low",82.9473084180861
"DEU","FIN",2015,"20-39","Female","Middle",681.228615485188
"DEU","FIN",2015,"20-39","Male","High",413.333654058795
"DEU","FIN",2015,"20-39","Male","Low",79.939635000752
"DEU","FIN",2015,"20-39","Male","Middle",941.641833708351
"DEU","FIN",2015,"40-64","Female","High",195.876075334902
"DEU","FIN",2015,"40-64","Female","Low",36.0908474254996
"DEU","FIN",2015,"40-64","Female","Middle",174.015134460934
"DEU","FIN",2015,"40-64","Male","High",214.774421853088
"DEU","FIN",2015,"40-64","Male","Low",57.2776790760671
"DEU","FIN",2015,"40-64","Male","Middle",259.023298996547
"DEU","FIN",2015,"65+","Female","High",32.533203236144
"DEU","FIN",2015,"65+","Female","Low",25.0289759274536
"DEU","FIN",2015,"65+","Female","Middle",39.6443330934656
"DEU","FIN",2015,"65+","Male","High",37.5212572354261
"DEU","FIN",2015,"65+","Male","Low",30.1400930848125
"DEU","FIN",2015,"65+","Male","Middle",41.7589671753488
"DEU","FRA",2000,"0-19","Female","High",0
"DEU","FRA",2000,"0-19","Female","Low",3412.09025456376
"DEU","FRA",2000,"0-19","Female","Middle",537.045064072627
"DEU","FRA",2000,"0-19","Male","High",0
"DEU","FRA",2000,"0-19","Male","Low",4129.81829399964
"DEU","FRA",2000,"0-19","Male","Middle",611.034738080658
"DEU","FRA",2000,"20-39","Female","High",5419.77454550892
"DEU","FRA",2000,"20-39","Female","Low",3980.82223307313
"DEU","FRA",2000,"20-39","Female","Middle",4528.00226384899
"DEU","FRA",2000,"20-39","Male","High",5933.17081597409
"DEU","FRA",2000,"20-39","Male","Low",4712.46406019387
"DEU","FRA",2000,"20-39","Male","Middle",6194.33924112163
"DEU","FRA",2000,"40-64","Female","High",1649.83193798359
"DEU","FRA",2000,"40-64","Female","Low",2087.70526437121
"DEU","FRA",2000,"40-64","Female","Middle",1616.39016176128
"DEU","FRA",2000,"40-64","Male","High",2202.39453092447
"DEU","FRA",2000,"40-64","Male","Low",2288.5678327079
"DEU","FRA",2000,"40-64","Male","Middle",2136.53595166786
"DEU","FRA",2000,"65+","Female","High",168.664899427089
"DEU","FRA",2000,"65+","Female","Low",441.147870331076
"DEU","FRA",2000,"65+","Female","Middle",241.956651384424
"DEU","FRA",2000,"65+","Male","High",273.264488135368
"DEU","FRA",2000,"65+","Male","Low",481.727430304452
"DEU","FRA",2000,"65+","Male","Middle",290.938537584186
"DEU","FRA",2005,"0-19","Female","High",0.000187183196775917
"DEU","FRA",2005,"0-19","Female","Low",4477.99890656317
"DEU","FRA",2005,"0-19","Female","Middle",904.596464981349
"DEU","FRA",2005,"0-19","Male","High",3.67930020232009e-05
