"orig","dest","year5","age","sex","education","flow"
"SWE","CYP",2010,"0-19","Female","High",0.00477907558014366
"SWE","CYP",2010,"0-19","Female","Low",28.2438015420551
"SWE","CYP",2010,"0-19","Female","Middle",4.33079636231911
"SWE","CYP",2010,"0-19","Male","High",0.00553150444905134
"SWE","CYP",2010,"0-19","Male","Low",31.1004471531234
"SWE","CYP",2010,"0-19","Male","Middle",4.99008848723582
"SWE","CYP",2010,"20-39","Female","High",36.8098795658052
"SWE","CYP",2010,"20-39","Female","Low",11.5027937250092
"SWE","CYP",2010,"20-39","Female","Middle",32.5122155616338
"SWE","CYP",2010,"20-39","Male","High",29.3855086579962
"SWE","CYP",2010,"20-39","Male","Low",11.6264421919896
"SWE","CYP",2010,"20-39","Male","Middle",47.5812068849283
"SWE","CYP",2010,"40-64","Female","High",13.906269300294
"SWE","CYP",2010,"40-64","Female","Low",11.8313704148334
"SWE","CYP",2010,"40-64","Female","Middle",17.136976789169
"SWE","CYP",2010,"40-64","Male","High",16.2432311340534
"SWE","CYP",2010,"40-64","Male","Low",11.5992966170177
"SWE","CYP",2010,"40-64","Male","Middle",19.8303157228551
"SWE","CYP",2010,"65+","Female","High",2.16508424859047
"SWE","CYP",2010,"65+","Female","Low",6.51049051563477
"SWE","CYP",2010,"65+","Female","Middle",3.98845605392899
"SWE","CYP",2010,"65+","Male","High",3.71946038397631
"SWE","CYP",2010,"65+","Male","Low",5.69280279993866
"SWE","CYP",2010,"65+","Male","Middle",4.56925627346947
"SWE","CYP",2015,"0-19","Female","High",0.0062599634128855
"SWE","CYP",2015,"0-19","Female","Low",31.7065082670448
"SWE","CYP",2015,"0-19","Female","Middle",5.24351281982321
"SWE","CYP",2015,"0-19","Male","High",0.00582118003238358
"SWE","CYP",2015,"0-19","Male","Low",33.859551977278
"SWE","CYP",2015,"0-19","Male","Middle",5.18279741866307
"SWE","CYP",2015,"20-39","Female","High",52.681086234319
"SWE","CYP",2015,"20-39","Female","Low",12.7991232528941
"SWE","CYP",2015,"20-39","Female","Middle",38.3861832815231
"SWE","CYP",2015,"20-39","Male","High",43.2509063176322
"SWE","CYP",2015,"20-39","Male","Low",13.2874403022179
"SWE","CYP",2015,"20-39","Male","Middle",53.5767826984648
"SWE","CYP",2015,"40-64","Female","High",18.6311620200085
"SWE","CYP",2015,"40-64","Female","Low",11.9517860416877
"SWE","CYP",2015,"40-64","Female","Middle",19.9936389739285
"SWE","CYP",2015,"40-64","Male","High",19.5938363184344
"SWE","CYP",2015,"40-64","Male","Low",11.9921914994356
"SWE","CYP",2015,"40-64","Male","Middle",22.4230747730761
"SWE","CYP",2015,"65+","Female","High",3.03848340432338
"SWE","CYP",2015,"65+","Female","Low",6.08894114317891
"SWE","CYP",2015,"65+","Female","Middle",4.50139433525227
"SWE","CYP",2015,"65+","Male","High",4.41305720816152
"SWE","CYP",2015,"65+","Male","Low",5.52500575150304
"SWE","CYP",2015,"65+","Male","Middle",5.03840778348768
"SWE","CZE",2000,"0-19","Female","High",0.000565925857152391
"SWE","CZE",2000,"0-19","Female","Low",14.9563859939054
"SWE","CZE",2000,"0-19","Female","Middle",2.39976989514646
"SWE","CZE",2000,"0-19","Male","High",0.00105707975835552
"SWE","CZE",2000,"0-19","Male","Low",24.230837002528
"SWE","CZE",2000,"0-19","Male","Middle",3.66162171859385
"SWE","CZE",2000,"20-39","Female","High",12.4862615122486
"SWE","CZE",2000,"20-39","Female","Low",6.93875088675899
"SWE","CZE",2000,"20-39","Female","Middle",32.1272911617727
"SWE","CZE",2000,"20-39","Male","High",18.5059265435613
"SWE","CZE",2000,"20-39","Male","Low",15.2157387203305
"SWE","CZE",2000,"20-39","Male","Middle",48.4928034189465
"SWE","CZE",2000,"40-64","Female","High",6.75038440771939
"SWE","CZE",2000,"40-64","Female","Low",7.92419071981515
"SWE","CZE",2000,"40-64","Female","Middle",16.3740326351266
"SWE","CZE",2000,"40-64","Male","High",13.5828306431581
"SWE","CZE",2000,"40-64","Male","Low",12.7750246082014
"SWE","CZE",2000,"40-64","Male","Middle",27.7073275382763
"SWE","CZE",2000,"65+","Female","High",0.629252081713132
"SWE","CZE",2000,"65+","Female","Low",2.03767830795872
"SWE","CZE",2000,"65+","Female","Middle",3.14462073005267
"SWE","CZE",2000,"65+","Male","High",2.41079088891063
"SWE","CZE",2000,"65+","Male","Low",2.91835311922542
"SWE","CZE",2000,"65+","Male","Middle",4.73206332763984
"SWE","CZE",2005,"0-19","Female","High",0.00156168393147788
"SWE","CZE",2005,"0-19","Female","Low",29.8923103292036
"SWE","CZE",2005,"0-19","Female","Middle",5.5118451377203
"SWE","CZE",2005,"0-19","Male","High",0.00429468657473076
"SWE","CZE",2005,"0-19","Male","Low",49.4453323147918
"SWE","CZE",2005,"0-19","Male","Middle",8.32343217436776
"SWE","CZE",2005,"20-39","Female","High",35.9776106145148
"SWE","CZE",2005,"20-39","Female","Low",14.3478680510261
"SWE","CZE",2005,"20-39","Female","Middle",82.9602170627407
"SWE","CZE",2005,"20-39","Male","High",50.7632328014824
"SWE","CZE",2005,"20-39","Male","Low",30.9975444302803
"SWE","CZE",2005,"20-39","Male","Middle",127.824523145922
"SWE","CZE",2005,"40-64","Female","High",16.355564069792
"SWE","CZE",2005,"40-64","Female","Low",12.0987930579373
"SWE","CZE",2005,"40-64","Female","Middle",37.9632255659558
"SWE","CZE",2005,"40-64","Male","High",28.3221809922821
"SWE","CZE",2005,"40-64","Male","Low",19.540661859033
"SWE","CZE",2005,"40-64","Male","Middle",61.1026340589549
"SWE","CZE",2005,"65+","Female","High",1.74261176767346
"SWE","CZE",2005,"65+","Female","Low",3.46726005530057
"SWE","CZE",2005,"65+","Female","Middle",6.62153789356714
"SWE","CZE",2005,"65+","Male","High",5.17699846545204
"SWE","CZE",2005,"65+","Male","Low",4.59193746252343
"SWE","CZE",2005,"65+","Male","Middle",10.8511584604616
"SWE","CZE",2010,"0-19","Female","High",0.00278769953750663
"SWE","CZE",2010,"0-19","Female","Low",50.198104705301
"SWE","CZE",2010,"0-19","Female","Middle",7.03425657697181
"SWE","CZE",2010,"0-19","Male","High",0.0053727563326605
"SWE","CZE",2010,"0-19","Male","Low",62.985419670256
"SWE","CZE",2010,"0-19","Male","Middle",8.72064797294623
"SWE","CZE",2010,"20-39","Female","High",59.2154143061749
"SWE","CZE",2010,"20-39","Female","Low",21.9959918452671
"SWE","CZE",2010,"20-39","Female","Middle",117.752570302616
"SWE","CZE",2010,"20-39","Male","High",64.3688767430709
"SWE","CZE",2010,"20-39","Male","Low",38.8197041733701
"SWE","CZE",2010,"20-39","Male","Middle",146.746477596746
"SWE","CZE",2010,"40-64","Female","High",19.3016072342999
"SWE","CZE",2010,"40-64","Female","Low",13.3630903143794
"SWE","CZE",2010,"40-64","Female","Middle",42.6692880849364
"SWE","CZE",2010,"40-64","Male","High",24.8947677097755
"SWE","CZE",2010,"40-64","Male","Low",16.5670927286146
"SWE","CZE",2010,"40-64","Male","Middle",54.0944238651321
"SWE","CZE",2010,"65+","Female","High",4.05257190805588
"SWE","CZE",2010,"65+","Female","Low",6.31233385549963
"SWE","CZE",2010,"65+","Female","Middle",12.0997592601551
"SWE","CZE",2010,"65+","Male","High",7.1812246960385
"SWE","CZE",2010,"65+","Male","Low",6.3423865812974
"SWE","CZE",2010,"65+","Male","Middle",14.9989753197207
"SWE","CZE",2015,"0-19","Female","High",0.00271417758606665
"SWE","CZE",2015,"0-19","Female","Low",62.4223253595992
"SWE","CZE",2015,"0-19","Female","Middle",6.59891109253344
"SWE","CZE",2015,"0-19","Male","High",0.00388550799001695
"SWE","CZE",2015,"0-19","Male","Low",77.0461282713351
"SWE","CZE",2015,"0-19","Male","Middle",8.19597266798176
"SWE","CZE",2015,"20-39","Female","High",76.0510577461326
"SWE","CZE",2015,"20-39","Female","Low",20.0900706663542
"SWE","CZE",2015,"20-39","Female","Middle",128.448008872073
"SWE","CZE",2015,"20-39","Male","High",80.5704081456584
"SWE","CZE",2015,"20-39","Male","Low",38.2062221585876
"SWE","CZE",2015,"20-39","Male","Middle",171.907289517823
"SWE","CZE",2015,"40-64","Female","High",23.6493673504467
"SWE","CZE",2015,"40-64","Female","Low",15.5346779280381
"SWE","CZE",2015,"40-64","Female","Middle",51.925615110651
"SWE","CZE",2015,"40-64","Male","High",29.7534849904329
"SWE","CZE",2015,"40-64","Male","Low",19.8722724155993
"SWE","CZE",2015,"40-64","Male","Middle",66.3076085879886
"SWE","CZE",2015,"65+","Female","High",5.3712129878189
"SWE","CZE",2015,"65+","Female","Low",7.42107746783224
"SWE","CZE",2015,"65+","Female","Middle",14.3827724616223
"SWE","CZE",2015,"65+","Male","High",8.74646809201713
"SWE","CZE",2015,"65+","Male","Low",6.85445186862372
"SWE","CZE",2015,"65+","Male","Middle",18.8799872466638
"SWE","DEU",2000,"0-19","Female","High",0.0351983122255527
"SWE","DEU",2000,"0-19","Female","Low",497.008700257102
"SWE","DEU",2000,"0-19","Female","Middle",93.0675767242398
"SWE","DEU",2000,"0-19","Male","High",0.0414482495330289
"SWE","DEU",2000,"0-19","Male","Low",529.752502018026
"SWE","DEU",2000,"0-19","Male","Middle",92.8177874345525
"SWE","DEU",2000,"20-39","Female","High",482.987659289358
"SWE","DEU",2000,"20-39","Female","Low",333.018616285126
"SWE","DEU",2000,"20-39","Female","Middle",686.93887989993
"SWE","DEU",2000,"20-39","Male","High",541.415490797648
"SWE","DEU",2000,"20-39","Male","Low",346.013460161258
"SWE","DEU",2000,"20-39","Male","Middle",741.668121251323
"SWE","DEU",2000,"40-64","Female","High",148.994389408285
"SWE","DEU",2000,"40-64","Female","Low",149.560649565492
"SWE","DEU",2000,"40-64","Female","Middle",310.082983160129
"SWE","DEU",2000,"40-64","Male","High",226.732951046351
"SWE","DEU",2000,"40-64","Male","Low",165.820545502741
"SWE","DEU",2000,"40-64","Male","Middle",324.670083747711
"SWE","DEU",2000,"65+","Female","High",17.1637380082468
"SWE","DEU",2000,"65+","Female","Low",30.7157645713284
"SWE","DEU",2000,"65+","Female","Middle",66.6772975920942
"SWE","DEU",2000,"65+","Male","High",36.1692897768409
"SWE","DEU",2000,"65+","Male","Low",41.950290472297
"SWE","DEU",2000,"65+","Male","Middle",52.5004320850569
"SWE","DEU",2005,"0-19","Female","High",0.0440339643715128
"SWE","DEU",2005,"0-19","Female","Low",755.609397061544
"SWE","DEU",2005,"0-19","Female","Middle",159.939436055986
"SWE","DEU",2005,"0-19","Male","High",0.0465291924746013
"SWE","DEU",2005,"0-19","Male","Low",831.373545052126
"SWE","DEU",2005,"0-19","Male","Middle",134.671283774864
"SWE","DEU",2005,"20-39","Female","High",942.056214041147
"SWE","DEU",2005,"20-39","Female","Low",663.57417944007
"SWE","DEU",2005,"20-39","Female","Middle",1169.97287513998
"SWE","DEU",2005,"20-39","Male","High",1047.87995552344
"SWE","DEU",2005,"20-39","Male","Low",713.284897858987
"SWE","DEU",2005,"20-39","Male","Middle",1323.26467100793
"SWE","DEU",2005,"40-64","Female","High",254.019497510457
"SWE","DEU",2005,"40-64","Female","Low",238.245134440869
"SWE","DEU",2005,"40-64","Female","Middle",471.715511556353
"SWE","DEU",2005,"40-64","Male","High",441.32176856791
"SWE","DEU",2005,"40-64","Male","Low",312.502521956482
"SWE","DEU",2005,"40-64","Male","Middle",580.538900550487
"SWE","DEU",2005,"65+","Female","High",34.3318502912054
"SWE","DEU",2005,"65+","Female","Low",51.3620867674085
"SWE","DEU",2005,"65+","Female","Middle",106.252810511289
"SWE","DEU",2005,"65+","Male","High",66.6439595107333
"SWE","DEU",2005,"65+","Male","Low",68.0446229523341
"SWE","DEU",2005,"65+","Male","Middle",100.993663952223
"SWE","DEU",2010,"0-19","Female","High",0.0623941584547272
"SWE","DEU",2010,"0-19","Female","Low",1254.01466776525
"SWE","DEU",2010,"0-19","Female","Middle",177.177635238166
"SWE","DEU",2010,"0-19","Male","High",0.07850909842047
"SWE","DEU",2010,"0-19","Male","Low",1404.46946528825
"SWE","DEU",2010,"0-19","Male","Middle",186.666195074384
"SWE","DEU",2010,"20-39","Female","High",1248.09442114287
"SWE","DEU",2010,"20-39","Female","Low",962.081676538579
"SWE","DEU",2010,"20-39","Female","Middle",1437.665964684
"SWE","DEU",2010,"20-39","Male","High",1233.79804523253
"SWE","DEU",2010,"20-39","Male","Low",974.498122635201
"SWE","DEU",2010,"20-39","Male","Middle",1593.61800929307
"SWE","DEU",2010,"40-64","Female","High",404.45750259296
"SWE","DEU",2010,"40-64","Female","Low",341.791241823305
"SWE","DEU",2010,"40-64","Female","Middle",702.523156724455
"SWE","DEU",2010,"40-64","Male","High",585.299044031826
"SWE","DEU",2010,"40-64","Male","Low",409.460256848748
"SWE","DEU",2010,"40-64","Male","Middle",814.794688397529
"SWE","DEU",2010,"65+","Female","High",61.6126193027697
"SWE","DEU",2010,"65+","Female","Low",80.0027536015498
"SWE","DEU",2010,"65+","Female","Middle",170.628133746197
"SWE","DEU",2010,"65+","Male","High",106.53944394282
"SWE","DEU",2010,"65+","Male","Low",96.9028352876277
"SWE","DEU",2010,"65+","Male","Middle",149.948856878181
"SWE","DEU",2015,"0-19","Female","High",0.0275125192307706
"SWE","DEU",2015,"0-19","Female","Low",1461.74887212725
"SWE","DEU",2015,"0-19","Female","Middle",196.837190226646
"SWE","DEU",2015,"0-19","Male","High",0.0548388734003434
"SWE","DEU",2015,"0-19","Male","Low",1584.44870301753
"SWE","DEU",2015,"0-19","Male","Middle",200.475315536738
"SWE","DEU",2015,"20-39","Female","High",1541.50305306584
"SWE","DEU",2015,"20-39","Female","Low",943.800923089199
"SWE","DEU",2015,"20-39","Female","Middle",1594.16834431126
"SWE","DEU",2015,"20-39","Male","High",1479.54772180133
"SWE","DEU",2015,"20-39","Male","Low",989.183091906703
"SWE","DEU",2015,"20-39","Male","Middle",1909.92781719618
"SWE","DEU",2015,"40-64","Female","High",471.426597622317
"SWE","DEU",2015,"40-64","Female","Low",315.66474392466
"SWE","DEU",2015,"40-64","Female","Middle",688.411083874893
"SWE","DEU",2015,"40-64","Male","High",681.767752817152
"SWE","DEU",2015,"40-64","Male","Low",401.456800695241
"SWE","DEU",2015,"40-64","Male","Middle",905.081323916546
"SWE","DEU",2015,"65+","Female","High",70.2591822977274
"SWE","DEU",2015,"65+","Female","Low",71.0094849624223
"SWE","DEU",2015,"65+","Female","Middle",161.371936042806
"SWE","DEU",2015,"65+","Male","High",115.539026366219
"SWE","DEU",2015,"65+","Male","Low",87.8724746873778
"SWE","DEU",2015,"65+","Male","Middle",145.851639176895
"SWE","DNK",2000,"0-19","Female","High",0.221663077713506
"SWE","DNK",2000,"0-19","Female","Low",534.14006654452
"SWE","DNK",2000,"0-19","Female","Middle",184.816254240867
"SWE","DNK",2000,"0-19","Male","High",0.254056002015045
"SWE","DNK",2000,"0-19","Male","Low",604.234899117576
"SWE","DNK",2000,"0-19","Male","Middle",193.525921726318
"SWE","DNK",2000,"20-39","Female","High",522.312507893168
"SWE","DNK",2000,"20-39","Female","Low",186.352636363376
"SWE","DNK",2000,"20-39","Female","Middle",1488.23326236849
"SWE","DNK",2000,"20-39","Male","High",510.639956038551
"SWE","DNK",2000,"20-39","Male","Low",154.233900931117
"SWE","DNK",2000,"20-39","Male","Middle",1875.94767439324
"SWE","DNK",2000,"40-64","Female","High",155.453204328675
"SWE","DNK",2000,"40-64","Female","Low",66.2740719454247
"SWE","DNK",2000,"40-64","Female","Middle",310.509183254259
"SWE","DNK",2000,"40-64","Male","High",197.048893060605
"SWE","DNK",2000,"40-64","Male","Low",57.5645380600329
"SWE","DNK",2000,"40-64","Male","Middle",409.098349492984
"SWE","DNK",2000,"65+","Female","High",16.92483010049
"SWE","DNK",2000,"65+","Female","Low",11.787357907292
"SWE","DNK",2000,"65+","Female","Middle",61.9548294190776
"SWE","DNK",2000,"65+","Male","High",26.2513655829575
"SWE","DNK",2000,"65+","Male","Low",7.9001992104271
"SWE","DNK",2000,"65+","Male","Middle",71.0498824529707
"SWE","DNK",2005,"0-19","Female","High",0.688738739645251
"SWE","DNK",2005,"0-19","Female","Low",1294.22072601472
"SWE","DNK",2005,"0-19","Female","Middle",521.596957575092
"SWE","DNK",2005,"0-19","Male","High",0.750051455592863
"SWE","DNK",2005,"0-19","Male","Low",1432.52112647064
"SWE","DNK",2005,"0-19","Male","Middle",455.776671918306
"SWE","DNK",2005,"20-39","Female","High",1637.87855041533
"SWE","DNK",2005,"20-39","Female","Low",433.132426790047
"SWE","DNK",2005,"20-39","Female","Middle",4066.80060536161
"SWE","DNK",2005,"20-39","Male","High",1519.00332904844
"SWE","DNK",2005,"20-39","Male","Low",358.983276072396
"SWE","DNK",2005,"20-39","Male","Middle",5129.57150382469
"SWE","DNK",2005,"40-64","Female","High",382.874506609216
"SWE","DNK",2005,"40-64","Female","Low",175.696499069894
"SWE","DNK",2005,"40-64","Female","Middle",675.523116778808
"SWE","DNK",2005,"40-64","Male","High",535.937265392356
"SWE","DNK",2005,"40-64","Male","Low",185.809860564059
"SWE","DNK",2005,"40-64","Male","Middle",1086.60619379315
"SWE","DNK",2005,"65+","Female","High",40.0342750266786
"SWE","DNK",2005,"65+","Female","Low",26.1516610054305
"SWE","DNK",2005,"65+","Female","Middle",120.795544425678
"SWE","DNK",2005,"65+","Male","High",63.9672524619076
"SWE","DNK",2005,"65+","Male","Low",19.2383615666773
"SWE","DNK",2005,"65+","Male","Middle",147.048651255755
"SWE","DNK",2010,"0-19","Female","High",0.662338798031259
"SWE","DNK",2010,"0-19","Female","Low",1583.34086172396
"SWE","DNK",2010,"0-19","Female","Middle",471.513724235265
"SWE","DNK",2010,"0-19","Male","High",0.642566874073876
"SWE","DNK",2010,"0-19","Male","Low",1811.84070905184
"SWE","DNK",2010,"0-19","Male","Middle",436.440010517451
"SWE","DNK",2010,"20-39","Female","High",2005.24108807119
"SWE","DNK",2010,"20-39","Female","Low",406.011410705671
"SWE","DNK",2010,"20-39","Female","Middle",4163.1645540913
"SWE","DNK",2010,"20-39","Male","High",1651.54781842391
"SWE","DNK",2010,"20-39","Male","Low",357.269603635174
"SWE","DNK",2010,"20-39","Male","Middle",5471.84858638492
"SWE","DNK",2010,"40-64","Female","High",469.217208041974
"SWE","DNK",2010,"40-64","Female","Low",223.687830317696
"SWE","DNK",2010,"40-64","Female","Middle",731.813586130257
"SWE","DNK",2010,"40-64","Male","High",600.444083573997
"SWE","DNK",2010,"40-64","Male","Low",254.915245387517
"SWE","DNK",2010,"40-64","Male","Middle",1205.59232787414
"SWE","DNK",2010,"65+","Female","High",69.3673499341049
"SWE","DNK",2010,"65+","Female","Low",43.8667506211778
"SWE","DNK",2010,"65+","Female","Middle",151.60407820589
"SWE","DNK",2010,"65+","Male","High",105.684490711438
"SWE","DNK",2010,"65+","Male","Low",34.944819551225
"SWE","DNK",2010,"65+","Male","Middle",211.897773569917
"SWE","DNK",2015,"0-19","Female","High",0.0716080623743922
"SWE","DNK",2015,"0-19","Female","Low",1377.8011317485
"SWE","DNK",2015,"0-19","Female","Middle",378.147396905897
"SWE","DNK",2015,"0-19","Male","High",0.0875058708772007
"SWE","DNK",2015,"0-19","Male","Low",1558.85665373377
"SWE","DNK",2015,"0-19","Male","Middle",351.342544132874
"SWE","DNK",2015,"20-39","Female","High",2065.5506721916
"SWE","DNK",2015,"20-39","Female","Low",308.169610550727
"SWE","DNK",2015,"20-39","Female","Middle",3188.20051294324
"SWE","DNK",2015,"20-39","Male","High",1474.56020696036
"SWE","DNK",2015,"20-39","Male","Low",243.037799564388
"SWE","DNK",2015,"20-39","Male","Middle",4065.74201103434
"SWE","DNK",2015,"40-64","Female","High",497.785576147962
"SWE","DNK",2015,"40-64","Female","Low",217.913413064574
"SWE","DNK",2015,"40-64","Female","Middle",652.801478208297
"SWE","DNK",2015,"40-64","Male","High",584.999313145373
"SWE","DNK",2015,"40-64","Male","Low",237.304260112403
"SWE","DNK",2015,"40-64","Male","Middle",1092.09579516914
"SWE","DNK",2015,"65+","Female","High",87.5723302065474
"SWE","DNK",2015,"65+","Female","Low",55.7062112945892
"SWE","DNK",2015,"65+","Female","Middle",161.508981432816
"SWE","DNK",2015,"65+","Male","High",118.47654000569
"SWE","DNK",2015,"65+","Male","Low",46.4180221072942
"SWE","DNK",2015,"65+","Male","Middle",219.448564709398
"SWE","ESP",2000,"0-19","Female","High",0.00214737425734052
"SWE","ESP",2000,"0-19","Female","Low",379.371102115314
"SWE","ESP",2000,"0-19","Female","Middle",37.9663795030578
"SWE","ESP",2000,"0-19","Male","High",0.00252799608969184
"SWE","ESP",2000,"0-19","Male","Low",424.618411917763
"SWE","ESP",2000,"0-19","Male","Middle",41.7618055081583
"SWE","ESP",2000,"20-39","Female","High",189.240928029872
"SWE","ESP",2000,"20-39","Female","Low",376.08811357202
"SWE","ESP",2000,"20-39","Female","Middle",345.881405701835
"SWE","ESP",2000,"20-39","Male","High",197.432730594279
"SWE","ESP",2000,"20-39","Male","Low",442.951603121817
"SWE","ESP",2000,"20-39","Male","Middle",363.94179285819
"SWE","ESP",2000,"40-64","Female","High",68.1225489471204
"SWE","ESP",2000,"40-64","Female","Low",338.420107732449
"SWE","ESP",2000,"40-64","Female","Middle",176.96845540156
"SWE","ESP",2000,"40-64","Male","High",107.570137174954
"SWE","ESP",2000,"40-64","Male","Low",341.570574791944
"SWE","ESP",2000,"40-64","Male","Middle",206.271909781081
"SWE","ESP",2000,"65+","Female","High",10.3779535090723
"SWE","ESP",2000,"65+","Female","Low",122.770705435464
"SWE","ESP",2000,"65+","Female","Middle",37.6004703164926
"SWE","ESP",2000,"65+","Male","High",20.061103002828
"SWE","ESP",2000,"65+","Male","Low",127.499273293688
"SWE","ESP",2000,"65+","Male","Middle",45.2592751825809
"SWE","ESP",2005,"0-19","Female","High",0.00392016859886199
"SWE","ESP",2005,"0-19","Female","Low",522.524479868399
"SWE","ESP",2005,"0-19","Female","Middle",80.9696495462679
"SWE","ESP",2005,"0-19","Male","High",0.00350695964400058
"SWE","ESP",2005,"0-19","Male","Low",519.458358836494
"SWE","ESP",2005,"0-19","Male","Middle",68.1346253102492
"SWE","ESP",2005,"20-39","Female","High",472.660710099365
"SWE","ESP",2005,"20-39","Female","Low",523.095272729706
"SWE","ESP",2005,"20-39","Female","Middle",568.934777444538
"SWE","ESP",2005,"20-39","Male","High",408.012063829005
"SWE","ESP",2005,"20-39","Male","Low",525.538110609017
"SWE","ESP",2005,"20-39","Male","Middle",556.454249519339
"SWE","ESP",2005,"40-64","Female","High",173.130954441994
"SWE","ESP",2005,"40-64","Female","Low",458.708439389821
"SWE","ESP",2005,"40-64","Female","Middle",324.997935480091
"SWE","ESP",2005,"40-64","Male","High",245.883840375447
"SWE","ESP",2005,"40-64","Male","Low",457.177250832552
"SWE","ESP",2005,"40-64","Male","Middle",373.603034416809
"SWE","ESP",2005,"65+","Female","High",31.1382099561525
"SWE","ESP",2005,"65+","Female","Low",194.935587164597
"SWE","ESP",2005,"65+","Female","Middle",82.8143393551053
"SWE","ESP",2005,"65+","Male","High",59.0804975418311
"SWE","ESP",2005,"65+","Male","Low",202.566302317683
"SWE","ESP",2005,"65+","Male","Middle",99.7949178591451
"SWE","ESP",2010,"0-19","Female","High",0.0151620023537191
"SWE","ESP",2010,"0-19","Female","Low",528.679147687549
"SWE","ESP",2010,"0-19","Female","Middle",73.5285910562588
"SWE","ESP",2010,"0-19","Male","High",0.01579377579166
"SWE","ESP",2010,"0-19","Male","Low",547.777284117414
"SWE","ESP",2010,"0-19","Male","Middle",60.4104631543877
"SWE","ESP",2010,"20-39","Female","High",421.535253005755
"SWE","ESP",2010,"20-39","Female","Low",547.58977437433
"SWE","ESP",2010,"20-39","Female","Middle",497.756667584162
"SWE","ESP",2010,"20-39","Male","High",377.754536012776
"SWE","ESP",2010,"20-39","Male","Low",481.141781380305
"SWE","ESP",2010,"20-39","Male","Middle",530.364962735132
"SWE","ESP",2010,"40-64","Female","High",196.80698778334
"SWE","ESP",2010,"40-64","Female","Low",442.115302093602
"SWE","ESP",2010,"40-64","Female","Middle",305.231264877452
"SWE","ESP",2010,"40-64","Male","High",254.603402865459
"SWE","ESP",2010,"40-64","Male","Low",438.017621870691
"SWE","ESP",2010,"40-64","Male","Middle",347.974814775882
"SWE","ESP",2010,"65+","Female","High",54.6389670690847
"SWE","ESP",2010,"65+","Female","Low",249.454510978113
"SWE","ESP",2010,"65+","Female","Middle",115.538002566972
"SWE","ESP",2010,"65+","Male","High",99.6016708819591
"SWE","ESP",2010,"65+","Male","Low",257.461321329249
"SWE","ESP",2010,"65+","Male","Middle",131.322225252604
"SWE","ESP",2015,"0-19","Female","High",0.0400460432125148
"SWE","ESP",2015,"0-19","Female","Low",858.470924787652
"SWE","ESP",2015,"0-19","Female","Middle",75.1278244451363
"SWE","ESP",2015,"0-19","Male","High",0.0304954629516478
"SWE","ESP",2015,"0-19","Male","Low",897.95513924748
"SWE","ESP",2015,"0-19","Male","Middle",69.6570144580659
"SWE","ESP",2015,"20-39","Female","High",617.986792408542
"SWE","ESP",2015,"20-39","Female","Low",719.021980904566
"SWE","ESP",2015,"20-39","Female","Middle",555.333228296461
"SWE","ESP",2015,"20-39","Male","High",512.52243468448
"SWE","ESP",2015,"20-39","Male","Low",684.497091980525
"SWE","ESP",2015,"20-39","Male","Middle",641.604378143505
"SWE","ESP",2015,"40-64","Female","High",360.63263043419
"SWE","ESP",2015,"40-64","Female","Low",656.253662609011
"SWE","ESP",2015,"40-64","Female","Middle",492.676348067941
"SWE","ESP",2015,"40-64","Male","High",396.308192482817
"SWE","ESP",2015,"40-64","Male","Low",669.185070613798
"SWE","ESP",2015,"40-64","Male","Middle",548.813424054304
"SWE","ESP",2015,"65+","Female","High",101.996405836621
"SWE","ESP",2015,"65+","Female","Low",357.138346067482
"SWE","ESP",2015,"65+","Female","Middle",194.625522366595
"SWE","ESP",2015,"65+","Male","High",160.710754261674
"SWE","ESP",2015,"65+","Male","Low",388.939952855406
"SWE","ESP",2015,"65+","Male","Middle",217.33721440433
"SWE","EST",2000,"0-19","Female","High",0.00544602008884037
"SWE","EST",2000,"0-19","Female","Low",26.6215576012229
"SWE","EST",2000,"0-19","Female","Middle",4.33967074892623
"SWE","EST",2000,"0-19","Male","High",0.0122378848086945
"SWE","EST",2000,"0-19","Male","Low",27.0986983279761
"SWE","EST",2000,"0-19","Male","Middle",4.61507711557456
"SWE","EST",2000,"20-39","Female","High",36.0741391673039
"SWE","EST",2000,"20-39","Female","Low",6.2670087455977
"SWE","EST",2000,"20-39","Female","Middle",35.1659135882379
"SWE","EST",2000,"20-39","Male","High",24.8599871416512
"SWE","EST",2000,"20-39","Male","Low",8.26988305780086
"SWE","EST",2000,"20-39","Male","Middle",49.4647142768287
"SWE","EST",2000,"40-64","Female","High",19.7114210020152
"SWE","EST",2000,"40-64","Female","Low",4.71833410297327
"SWE","EST",2000,"40-64","Female","Middle",19.0583149577325
"SWE","EST",2000,"40-64","Male","High",18.313395777201
"SWE","EST",2000,"40-64","Male","Low",5.44754535741492
"SWE","EST",2000,"40-64","Male","Middle",23.825321243653
"SWE","EST",2000,"65+","Female","High",3.93663865345179
"SWE","EST",2000,"65+","Female","Low",3.66608469565811
"SWE","EST",2000,"65+","Female","Middle",6.2852077831687
"SWE","EST",2000,"65+","Male","High",4.3160600191904
"SWE","EST",2000,"65+","Male","Low",3.90068336887521
"SWE","EST",2000,"65+","Male","Middle",6.63136083403754
"SWE","EST",2005,"0-19","Female","High",0.0117966292188815
"SWE","EST",2005,"0-19","Female","Low",52.2520656313598
"SWE","EST",2005,"0-19","Female","Middle",8.80826949746343
"SWE","EST",2005,"0-19","Male","High",0.0186521955989403
